doc_id,line_id,position,token,source
pos_synthetic,17,3,O09,positional_synthetic_v1
pos_synthetic,17,4,O03,positional_synthetic_v1
pos_synthetic,17,5,O10,positional_synthetic_v1
pos_synthetic,17,6,O02,positional_synthetic_v1
pos_synthetic,17,7,S00,positional_synthetic_v1
pos_synthetic,18,1,T00,positional_synthetic_v1
pos_synthetic,18,2,O00,positional_synthetic_v1
pos_synthetic,18,3,O00,positional_synthetic_v1
pos_synthetic,18,4,S00,positional_synthetic_v1
pos_synthetic,19,1,T01,positional_synthetic_v1
pos_synthetic,19,2,O22,positional_synthetic_v1
pos_synthetic,19,3,O00,positional_synthetic_v1
pos_synthetic,20,1,T00,positional_synthetic_v1
pos_synthetic,20,2,O09,positional_synthetic_v1
pos_synthetic,20,3,O00,positional_synthetic_v1
pos_synthetic,20,4,S00,positional_synthetic_v1
pos_synthetic,21,1,O00,positional_synthetic_v1
pos_synthetic,21,2,O25,positional_synthetic_v1
pos_synthetic,21,3,N03,positional_synthetic_v1
pos_synthetic,22,1,T02,positional_synthetic_v1
pos_synthetic,22,2,O17,positional_synthetic_v1
pos_synthetic,22,3,O12,positional_synthetic_v1
pos_synthetic,22,4,O00,positional_synthetic_v1
pos_synthetic,22,5,O20,positional_synthetic_v1
pos_synthetic,22,6,O03,positional_synthetic_v1
pos_synthetic,22,7,N03,positional_synthetic_v1
pos_synthetic,23,1,O20,positional_synthetic_v1
pos_synthetic,23,2,O01,positional_synthetic_v1
pos_synthetic,23,3,O00,positional_synthetic_v1
pos_synthetic,23,4,O00,positional_synthetic_v1
pos_synthetic,23,5,O01,positional_synthetic_v1
pos_synthetic,23,6,S02,positional_synthetic_v1
pos_synthetic,24,1,T00,positional_synthetic_v1
pos_synthetic,24,2,O02,positional_synthetic_v1
pos_synthetic,24,3,T00,positional_synthetic_v1
pos_synthetic,24,4,O00,positional_synthetic_v1
pos_synthetic,24,5,S00,positional_synthetic_v1
pos_synthetic,24,6,S00,positional_synthetic_v1
pos_synthetic,24,7,S00,positional_synthetic_v1
pos_synthetic,25,1,T01,positional_synthetic_v1
pos_synthetic,25,2,O07,positional_synthetic_v1
pos_synthetic,25,3,O01,positional_synthetic_v1
pos_synthetic,25,4,O33,positional_synthetic_v1
pos_synthetic,25,5,O31,positional_synthetic_v1
pos_synthetic,25,6,O00,positional_synthetic_v1
pos_synthetic,25,7,N01,positional_synthetic_v1
pos_synthetic,26,1,T00,positional_synthetic_v1
pos_synthetic,26,2,O00,positional_synthetic_v1
pos_synthetic,26,3,O00,positional_synthetic_v1
pos_synthetic,26,4,O04,positional_synthetic_v1
pos_synthetic,26,5,O02,positional_synthetic_v1
pos_synthetic,26,6,N00,positional_synthetic_v1
pos_synthetic,27,1,T00,positional_synthetic_v1
pos_synthetic,27,2,O22,positional_synthetic_v1
pos_synthetic,27,3,S00,positional_synthetic_v1
pos_synthetic,28,1,T01,positional_synthetic_v1
pos_synthetic,28,2,O36,positional_synthetic_v1
pos_synthetic,28,3,O00,positional_synthetic_v1
pos_synthetic,28,4,S02,positional_synthetic_v1
pos_synthetic,29,1,T00,positional_synthetic_v1
pos_synthetic,29,2,O08,positional_synthetic_v1
pos_synthetic,29,3,S01,positional_synthetic_v1
pos_synthetic,30,1,O04,positional_synthetic_v1
pos_synthetic,30,2,O03,positional_synthetic_v1
pos_synthetic,30,3,O00,positional_synthetic_v1
pos_synthetic,30,4,O14,positional_synthetic_v1
pos_synthetic,30,5,O01,positional_synthetic_v1
pos_synthetic,30,6,O00,positional_synthetic_v1
pos_synthetic,30,7,S01,positional_synthetic_v1
pos_synthetic,31,1,T02,positional_synthetic_v1
pos_synthetic,31,2,T00,positional_synthetic_v1
pos_synthetic,31,3,N01,positional_synthetic_v1
pos_synthetic,32,1,T00,positional_synthetic_v1
pos_synthetic,32,2,O05,positional_synthetic_v1
pos_synthetic,32,3,O00,positional_synthetic_v1
pos_synthetic,32,4,O06,positional_synthetic_v1
pos_synthetic,32,5,O01,positional_synthetic_v1
pos_synthetic,32,6,S00,positional_synthetic_v1
pos_synthetic,33,1,O01,positional_synthetic_v1
pos_synthetic,33,2,O00,positional_synthetic_v1
pos_synthetic,33,3,O24,positional_synthetic_v1
pos_synthetic,33,4,S00,positional_synthetic_v1
pos_synthetic,34,1,T02,positional_synthetic_v1
pos_synthetic,34,2,O12,positional_synthetic_v1
pos_synthetic,34,3,O03,positional_synthetic_v1
pos_synthetic,34,4,S01,positional_synthetic_v1
pos_synthetic,34,5,O00,positional_synthetic_v1
pos_synthetic,34,6,O00,positional_synthetic_v1
pos_synthetic,34,7,S03,positional_synthetic_v1
pos_synthetic,35,1,T02,positional_synthetic_v1
pos_synthetic,35,2,O01,positional_synthetic_v1
pos_synthetic,35,3,O01,positional_synthetic_v1
pos_synthetic,35,4,S02,positional_synthetic_v1
pos_synthetic,36,1,T05,positional_synthetic_v1
pos_synthetic,36,2,O10,positional_synthetic_v1
pos_synthetic,36,3,N02,positional_synthetic_v1
pos_synthetic,37,1,T00,positional_synthetic_v1
pos_synthetic,37,2,O00,positional_synthetic_v1
pos_synthetic,37,3,O20,positional_synthetic_v1
pos_synthetic,37,4,N01,positional_synthetic_v1
pos_synthetic,38,1,T00,positional_synthetic_v1
pos_synthetic,38,2,O00,positional_synthetic_v1
pos_synthetic,38,3,S01,positional_synthetic_v1
pos_synthetic,38,4,O00,positional_synthetic_v1
pos_synthetic,38,5,O00,positional_synthetic_v1
pos_synthetic,38,6,S01,positional_synthetic_v1
pos_synthetic,39,1,T02,positional_synthetic_v1
pos_synthetic,39,2,O00,positional_synthetic_v1
pos_synthetic,39,3,O07,positional_synthetic_v1
pos_synthetic,39,4,S00,positional_synthetic_v1
pos_synthetic,40,1,T03,positional_synthetic_v1
pos_synthetic,40,2,O05,positional_synthetic_v1
pos_synthetic,40,3,O15,positional_synthetic_v1
pos_synthetic,40,4,O05,positional_synthetic_v1
pos_synthetic,40,5,O03,positional_synthetic_v1
pos_synthetic,41,1,T00,positional_synthetic_v1
pos_synthetic,41,2,O01,positional_synthetic_v1
pos_synthetic,41,3,S00,positional_synthetic_v1
pos_synthetic,42,1,T07,positional_synthetic_v1
pos_synthetic,42,2,O01,positional_synthetic_v1
pos_synthetic,42,3,O20,positional_synthetic_v1
pos_synthetic,42,4,S02,positional_synthetic_v1
pos_synthetic,43,1,T01,positional_synthetic_v1
pos_synthetic,43,2,O03,positional_synthetic_v1
pos_synthetic,43,3,O02,positional_synthetic_v1
pos_synthetic,43,4,S01,positional_synthetic_v1
pos_synthetic,44,1,T00,positional_synthetic_v1
pos_synthetic,44,2,O00,positional_synthetic_v1
pos_synthetic,44,3,S00,positional_synthetic_v1
pos_synthetic,45,1,T06,positional_synthetic_v1
pos_synthetic,45,2,O29,positional_synthetic_v1
pos_synthetic,45,3,O23,positional_synthetic_v1
pos_synthetic,45,4,S00,positional_synthetic_v1
pos_synthetic,46,1,T06,positional_synthetic_v1
pos_synthetic,46,2,O01,positional_synthetic_v1
pos_synthetic,46,3,S03,positional_synthetic_v1
pos_synthetic,47,1,O15,positional_synthetic_v1
pos_synthetic,47,2,O00,positional_synthetic_v1
pos_synthetic,47,3,S02,positional_synthetic_v1
pos_synthetic,48,1,T00,positional_synthetic_v1
pos_synthetic,48,2,O00,positional_synthetic_v1
pos_synthetic,48,3,O03,positional_synthetic_v1
pos_synthetic,48,4,T06,positional_synthetic_v1
pos_synthetic,48,5,N02,positional_synthetic_v1
pos_synthetic,49,1,T01,positional_synthetic_v1
pos_synthetic,49,2,O00,positional_synthetic_v1
pos_synthetic,49,3,O04,positional_synthetic_v1
pos_synthetic,50,1,O37,positional_synthetic_v1
pos_synthetic,50,2,O00,positional_synthetic_v1
pos_synthetic,50,3,O02,positional_synthetic_v1
pos_synthetic,50,4,S01,positional_synthetic_v1
pos_synthetic,51,1,T02,positional_synthetic_v1
pos_synthetic,51,2,O07,positional_synthetic_v1
pos_synthetic,51,3,O01,positional_synthetic_v1
pos_synthetic,51,4,O00,positional_synthetic_v1
pos_synthetic,51,5,O12,positional_synthetic_v1
pos_synthetic,51,6,O12,positional_synthetic_v1
pos_synthetic,52,1,T04,positional_synthetic_v1
pos_synthetic,52,2,O22,positional_synthetic_v1
pos_synthetic,52,3,O02,positional_synthetic_v1
pos_synthetic,52,4,T01,positional_synthetic_v1
pos_synthetic,52,5,S01,positional_synthetic_v1
pos_synthetic,53,1,T02,positional_synthetic_v1
pos_synthetic,53,2,O11,positional_synthetic_v1
pos_synthetic,53,3,O19,positional_synthetic_v1
pos_synthetic,53,4,O01,positional_synthetic_v1
pos_synthetic,53,5,O01,positional_synthetic_v1
pos_synthetic,53,6,S01,positional_synthetic_v1
pos_synthetic,54,1,O00,positional_synthetic_v1
pos_synthetic,54,2,O02,positional_synthetic_v1
pos_synthetic,54,3,S00,positional_synthetic_v1
pos_synthetic,55,1,T01,positional_synthetic_v1
pos_synthetic,55,2,T00,positional_synthetic_v1
pos_synthetic,55,3,O00,positional_synthetic_v1
pos_synthetic,55,4,O13,positional_synthetic_v1
pos_synthetic,55,5,O01,positional_synthetic_v1
pos_synthetic,55,6,O00,positional_synthetic_v1
pos_synthetic,55,7,N01,positional_synthetic_v1
pos_synthetic,56,1,T03,positional_synthetic_v1
pos_synthetic,56,2,O00,positional_synthetic_v1
pos_synthetic,56,3,O04,positional_synthetic_v1
pos_synthetic,56,4,O00,positional_synthetic_v1
pos_synthetic,56,5,N00,positional_synthetic_v1
pos_synthetic,57,1,T01,positional_synthetic_v1
pos_synthetic,57,2,O03,positional_synthetic_v1
pos_synthetic,57,3,O05,positional_synthetic_v1
pos_synthetic,57,4,O07,positional_synthetic_v1
pos_synthetic,57,5,N07,positional_synthetic_v1
pos_synthetic,58,1,T01,positional_synthetic_v1
pos_synthetic,58,2,S00,positional_synthetic_v1
pos_synthetic,58,3,O11,positional_synthetic_v1
pos_synthetic,58,4,S00,positional_synthetic_v1
pos_synthetic,59,1,T00,positional_synthetic_v1
pos_synthetic,59,2,O00,positional_synthetic_v1
pos_synthetic,59,3,S02,positional_synthetic_v1
pos_synthetic,60,1,T02,positional_synthetic_v1
pos_synthetic,60,2,O01,positional_synthetic_v1
pos_synthetic,60,3,O00,positional_synthetic_v1
pos_synthetic,60,4,O00,positional_synthetic_v1
pos_synthetic,60,5,O00,positional_synthetic_v1
pos_synthetic,60,6,S01,positional_synthetic_v1
pos_synthetic,61,1,T02,positional_synthetic_v1
pos_synthetic,61,2,O00,positional_synthetic_v1
pos_synthetic,61,3,T06,positional_synthetic_v1
pos_synthetic,61,4,O08,positional_synthetic_v1
pos_synthetic,61,5,O03,positional_synthetic_v1
pos_synthetic,61,6,O04,positional_synthetic_v1
pos_synthetic,61,7,S00,positional_synthetic_v1
pos_synthetic,62,1,T00,positional_synthetic_v1
pos_synthetic,62,2,O09,positional_synthetic_v1
pos_synthetic,62,3,O00,positional_synthetic_v1
pos_synthetic,62,4,O00,positional_synthetic_v1
pos_synthetic,62,5,O00,positional_synthetic_v1
pos_synthetic,62,6,S02,positional_synthetic_v1
pos_synthetic,63,1,T02,positional_synthetic_v1
pos_synthetic,63,2,O02,positional_synthetic_v1
pos_synthetic,63,3,O00,positional_synthetic_v1
pos_synthetic,63,4,O02,positional_synthetic_v1
pos_synthetic,63,5,O02,positional_synthetic_v1
pos_synthetic,63,6,O00,positional_synthetic_v1
pos_synthetic,63,7,S00,positional_synthetic_v1
pos_synthetic,64,1,T02,positional_synthetic_v1
pos_synthetic,64,2,O04,positional_synthetic_v1
pos_synthetic,64,3,O00,positional_synthetic_v1
pos_synthetic,64,4,O01,positional_synthetic_v1
pos_synthetic,64,5,O04,positional_synthetic_v1
pos_synthetic,64,6,S02,positional_synthetic_v1
pos_synthetic,65,1,T02,positional_synthetic_v1
pos_synthetic,65,2,O00,positional_synthetic_v1
pos_synthetic,65,3,T00,positional_synthetic_v1
pos_synthetic,65,4,O05,positional_synthetic_v1
pos_synthetic,65,5,O00,positional_synthetic_v1
pos_synthetic,65,6,S03,positional_synthetic_v1
pos_synthetic,66,1,O03,positional_synthetic_v1
pos_synthetic,66,2,O01,positional_synthetic_v1
pos_synthetic,66,3,O05,positional_synthetic_v1
pos_synthetic,66,4,N01,positional_synthetic_v1
pos_synthetic,67,1,T01,positional_synthetic_v1
pos_synthetic,67,2,O27,positional_synthetic_v1
pos_synthetic,67,3,N00,positional_synthetic_v1
pos_synthetic,68,1,T06,positional_synthetic_v1
pos_synthetic,68,2,O21,positional_synthetic_v1
pos_synthetic,68,3,O00,positional_synthetic_v1
pos_synthetic,68,4,O00,positional_synthetic_v1
pos_synthetic,68,5,O00,positional_synthetic_v1
pos_synthetic,68,6,O00,positional_synthetic_v1
pos_synthetic,68,7,S01,positional_synthetic_v1
pos_synthetic,69,1,T00,positional_synthetic_v1
pos_synthetic,69,2,O01,positional_synthetic_v1
pos_synthetic,69,3,O15,positional_synthetic_v1
pos_synthetic,69,4,N00,positional_synthetic_v1
pos_synthetic,70,1,T04,positional_synthetic_v1
pos_synthetic,70,2,O00,positional_synthetic_v1
pos_synthetic,70,3,O00,positional_synthetic_v1
pos_synthetic,70,4,O06,positional_synthetic_v1
pos_synthetic,70,5,O04,positional_synthetic_v1
pos_synthetic,70,6,O18,positional_synthetic_v1
pos_synthetic,70,7,S02,positional_synthetic_v1
pos_synthetic,71,1,T00,positional_synthetic_v1
pos_synthetic,71,2,O00,positional_synthetic_v1
pos_synthetic,71,3,O09,positional_synthetic_v1
pos_synthetic,71,4,S03,positional_synthetic_v1
pos_synthetic,72,1,T00,positional_synthetic_v1
pos_synthetic,72,2,S00,positional_synthetic_v1
pos_synthetic,72,3,O10,positional_synthetic_v1
pos_synthetic,72,4,O01,positional_synthetic_v1
pos_synthetic,72,5,O25,positional_synthetic_v1
pos_synthetic,72,6,O16,positional_synthetic_v1
pos_synthetic,72,7,N01,positional_synthetic_v1
pos_synthetic,73,1,T03,positional_synthetic_v1
pos_synthetic,73,2,T03,positional_synthetic_v1
pos_synthetic,73,3,O00,positional_synthetic_v1
pos_synthetic,73,4,O21,positional_synthetic_v1
pos_synthetic,73,5,O02,positional_synthetic_v1
pos_synthetic,73,6,O13,positional_synthetic_v1
pos_synthetic,73,7,N00,positional_synthetic_v1
pos_synthetic,74,1,T05,positional_synthetic_v1
pos_synthetic,74,2,O01,positional_synthetic_v1
pos_synthetic,74,3,O00,positional_synthetic_v1
pos_synthetic,74,4,O21,positional_synthetic_v1
pos_synthetic,74,5,O00,positional_synthetic_v1
pos_synthetic,74,6,O01,positional_synthetic_v1
pos_synthetic,74,7,N06,positional_synthetic_v1
pos_synthetic,75,1,O28,positional_synthetic_v1
pos_synthetic,75,2,O03,positional_synthetic_v1
pos_synthetic,75,3,O04,positional_synthetic_v1
pos_synthetic,75,4,N01,positional_synthetic_v1
pos_synthetic,76,1,T00,positional_synthetic_v1
pos_synthetic,76,2,T00,positional_synthetic_v1
pos_synthetic,76,3,O06,positional_synthetic_v1
pos_synthetic,76,4,O09,positional_synthetic_v1
pos_synthetic,76,5,O11,positional_synthetic_v1
pos_synthetic,76,6,S02,positional_synthetic_v1
pos_synthetic,76,7,S00,positional_synthetic_v1
pos_synthetic,77,1,T00,positional_synthetic_v1
pos_synthetic,77,2,O03,positional_synthetic_v1
pos_synthetic,77,3,O01,positional_synthetic_v1
pos_synthetic,77,4,O19,positional_synthetic_v1
pos_synthetic,77,5,N00,positional_synthetic_v1
pos_synthetic,78,1,T00,positional_synthetic_v1
pos_synthetic,78,2,O00,positional_synthetic_v1
pos_synthetic,78,3,O09,positional_synthetic_v1
pos_synthetic,78,4,O04,positional_synthetic_v1
pos_synthetic,78,5,O00,positional_synthetic_v1
pos_synthetic,78,6,N00,positional_synthetic_v1
pos_synthetic,79,1,O06,positional_synthetic_v1
pos_synthetic,79,2,O00,positional_synthetic_v1
pos_synthetic,79,3,S01,positional_synthetic_v1
pos_synthetic,80,1,T00,positional_synthetic_v1
pos_synthetic,80,2,O00,positional_synthetic_v1
pos_synthetic,80,3,O36,positional_synthetic_v1
pos_synthetic,80,4,S00,positional_synthetic_v1
pos_synthetic,81,1,T04,positional_synthetic_v1
pos_synthetic,81,2,O28,positional_synthetic_v1
pos_synthetic,81,3,O36,positional_synthetic_v1
pos_synthetic,81,4,O09,positional_synthetic_v1
pos_synthetic,81,5,O01,positional_synthetic_v1
pos_synthetic,82,1,T00,positional_synthetic_v1
pos_synthetic,82,2,O10,positional_synthetic_v1
pos_synthetic,82,3,N01,positional_synthetic_v1
pos_synthetic,83,1,T00,positional_synthetic_v1
pos_synthetic,83,2,O21,positional_synthetic_v1
pos_synthetic,83,3,S00,positional_synthetic_v1
pos_synthetic,83,4,O02,positional_synthetic_v1
pos_synthetic,83,5,O00,positional_synthetic_v1
pos_synthetic,83,6,N01,positional_synthetic_v1
pos_synthetic,84,1,O00,positional_synthetic_v1
pos_synthetic,84,2,O00,positional_synthetic_v1
pos_synthetic,84,3,O00,positional_synthetic_v1
pos_synthetic,84,4,T02,positional_synthetic_v1
pos_synthetic,84,5,O08,positional_synthetic_v1
pos_synthetic,84,6,O03,positional_synthetic_v1
pos_synthetic,84,7,N06,positional_synthetic_v1
pos_synthetic,85,1,O01,positional_synthetic_v1
pos_synthetic,85,2,O00,positional_synthetic_v1
pos_synthetic,85,3,N04,positional_synthetic_v1
pos_synthetic,86,1,T00,positional_synthetic_v1
pos_synthetic,86,2,O31,positional_synthetic_v1
pos_synthetic,86,3,O00,positional_synthetic_v1
pos_synthetic,86,4,O32,positional_synthetic_v1
pos_synthetic,86,5,O00,positional_synthetic_v1
pos_synthetic,86,6,O19,positional_synthetic_v1
pos_synthetic,87,1,T01,positional_synthetic_v1
pos_synthetic,87,2,O38,positional_synthetic_v1
pos_synthetic,87,3,O00,positional_synthetic_v1
pos_synthetic,87,4,O03,positional_synthetic_v1
pos_synthetic,87,5,O32,positional_synthetic_v1
pos_synthetic,87,6,S01,positional_synthetic_v1
pos_synthetic,88,1,T02,positional_synthetic_v1
pos_synthetic,88,2,O02,positional_synthetic_v1
pos_synthetic,88,3,O04,positional_synthetic_v1
pos_synthetic,88,4,O03,positional_synthetic_v1
pos_synthetic,88,5,T05,positional_synthetic_v1
pos_synthetic,88,6,S00,positional_synthetic_v1
pos_synthetic,89,1,T06,positional_synthetic_v1
pos_synthetic,89,2,O19,positional_synthetic_v1
pos_synthetic,89,3,O02,positional_synthetic_v1
pos_synthetic,89,4,N02,positional_synthetic_v1
pos_synthetic,90,1,T00,positional_synthetic_v1
pos_synthetic,90,2,O00,positional_synthetic_v1
pos_synthetic,90,3,O02,positional_synthetic_v1
pos_synthetic,90,4,O01,positional_synthetic_v1
pos_synthetic,90,5,O03,positional_synthetic_v1
pos_synthetic,90,6,O00,positional_synthetic_v1
pos_synthetic,90,7,N07,positional_synthetic_v1
pos_synthetic,91,1,T07,positional_synthetic_v1
pos_synthetic,91,2,T02,positional_synthetic_v1
pos_synthetic,91,3,O03,positional_synthetic_v1
pos_synthetic,91,4,O00,positional_synthetic_v1
pos_synthetic,91,5,O12,positional_synthetic_v1
pos_synthetic,91,6,S00,positional_synthetic_v1
pos_synthetic,92,1,T05,positional_synthetic_v1
pos_synthetic,92,2,O13,positional_synthetic_v1
pos_synthetic,92,3,O28,positional_synthetic_v1
pos_synthetic,92,4,O07,positional_synthetic_v1
pos_synthetic,92,5,O04,positional_synthetic_v1
pos_synthetic,92,6,O01,positional_synthetic_v1
pos_synthetic,92,7,S02,positional_synthetic_v1
pos_synthetic,93,1,T00,positional_synthetic_v1
pos_synthetic,93,2,O00,positional_synthetic_v1
pos_synthetic,93,3,O01,positional_synthetic_v1
pos_synthetic,93,4,S03,positional_synthetic_v1
pos_synthetic,94,1,T00,positional_synthetic_v1
pos_synthetic,94,2,O04,positional_synthetic_v1
pos_synthetic,94,3,O01,positional_synthetic_v1
pos_synthetic,94,4,O32,positional_synthetic_v1
pos_synthetic,94,5,O14,positional_synthetic_v1
pos_synthetic,94,6,S00,positional_synthetic_v1
pos_synthetic,95,1,T00,positional_synthetic_v1
pos_synthetic,95,2,T00,positional_synthetic_v1
pos_synthetic,95,3,O00,positional_synthetic_v1
pos_synthetic,95,4,O17,positional_synthetic_v1
pos_synthetic,95,5,O12,positional_synthetic_v1
pos_synthetic,96,1,T07,positional_synthetic_v1
pos_synthetic,96,2,O39,positional_synthetic_v1
pos_synthetic,96,3,O03,positional_synthetic_v1
pos_synthetic,96,4,S03,positional_synthetic_v1
pos_synthetic,97,1,T04,positional_synthetic_v1
pos_synthetic,97,2,O00,positional_synthetic_v1
pos_synthetic,97,3,S00,positional_synthetic_v1
pos_synthetic,97,4,O00,positional_synthetic_v1
pos_synthetic,97,5,O29,positional_synthetic_v1
pos_synthetic,97,6,S00,positional_synthetic_v1
pos_synthetic,98,1,T02,positional_synthetic_v1
pos_synthetic,98,2,O04,positional_synthetic_v1
pos_synthetic,98,3,N00,positional_synthetic_v1
pos_synthetic,99,1,T00,positional_synthetic_v1
pos_synthetic,99,2,O05,positional_synthetic_v1
pos_synthetic,99,3,O02,positional_synthetic_v1
pos_synthetic,99,4,O10,positional_synthetic_v1
pos_synthetic,99,5,N01,positional_synthetic_v1
pos_synthetic,100,1,T04,positional_synthetic_v1
pos_synthetic,100,2,O03,positional_synthetic_v1
pos_synthetic,100,3,O03,positional_synthetic_v1
pos_synthetic,100,4,O18,positional_synthetic_v1
pos_synthetic,100,5,O01,positional_synthetic_v1
pos_synthetic,100,6,O00,positional_synthetic_v1
pos_synthetic,100,7,N00,positional_synthetic_v1
pos_synthetic,101,1,O09,positional_synthetic_v1
pos_synthetic,101,2,O04,positional_synthetic_v1
pos_synthetic,101,3,N02,positional_synthetic_v1
pos_synthetic,102,1,T00,positional_synthetic_v1
pos_synthetic,102,2,O00,positional_synthetic_v1
pos_synthetic,102,3,O00,positional_synthetic_v1
pos_synthetic,102,4,N00,positional_synthetic_v1
pos_synthetic,103,1,T01,positional_synthetic_v1
pos_synthetic,103,2,O01,positional_synthetic_v1
pos_synthetic,103,3,O01,positional_synthetic_v1
pos_synthetic,103,4,O21,positional_synthetic_v1
pos_synthetic,103,5,O01,positional_synthetic_v1
pos_synthetic,103,6,N01,positional_synthetic_v1
pos_synthetic,104,1,T03,positional_synthetic_v1
pos_synthetic,104,2,O01,positional_synthetic_v1
pos_synthetic,104,3,O04,positional_synthetic_v1
pos_synthetic,104,4,O16,positional_synthetic_v1
pos_synthetic,104,5,O28,positional_synthetic_v1
pos_synthetic,104,6,O00,positional_synthetic_v1
pos_synthetic,104,7,S00,positional_synthetic_v1
pos_synthetic,105,1,T00,positional_synthetic_v1
pos_synthetic,105,2,O02,positional_synthetic_v1
pos_synthetic,105,3,O34,positional_synthetic_v1
pos_synthetic,105,4,S00,positional_synthetic_v1
pos_synthetic,106,1,T02,positional_synthetic_v1
pos_synthetic,106,2,O00,positional_synthetic_v1
pos_synthetic,106,3,O00,positional_synthetic_v1
pos_synthetic,106,4,O00,positional_synthetic_v1
pos_synthetic,106,5,O00,positional_synthetic_v1
pos_synthetic,106,6,S00,positional_synthetic_v1
pos_synthetic,107,1,T02,positional_synthetic_v1
pos_synthetic,107,2,O00,positional_synthetic_v1
pos_synthetic,107,3,T00,positional_synthetic_v1
pos_synthetic,107,4,O20,positional_synthetic_v1
pos_synthetic,107,5,O02,positional_synthetic_v1
