doc_id,line_id,position,token,raw_token,orientation,source,link
A,Aa01,114,734a!,734a!,normal,RR-corpus_phspaelti,-
A,Aa01,115,000!,000!,normal,RR-corpus_phspaelti,-
A,Aa01,116,000!,000!,normal,RR-corpus_phspaelti,*
A,Aa02,1,201,201,normal,RR-corpus_phspaelti,-
A,Aa02,2,027,027,normal,RR-corpus_phspaelti,-
A,Aa02,3,095bjt,095bjt,normal,RR-corpus_phspaelti,:
A,Aa02,4,103a,103a,normal,RR-corpus_phspaelti,-
A,Aa02,5,087,087,normal,RR-corpus_phspaelti,-
A,Aa02,6,022,022,normal,RR-corpus_phspaelti,-
A,Aa02,7,190,190,normal,RR-corpus_phspaelti,-
A,Aa02,8,539a,539a,normal,RR-corpus_phspaelti,.
A,Aa02,9,200i,200i,normal,RR-corpus_phspaelti,-
A,Aa02,10,300,300,normal,RR-corpus_phspaelti,.
A,Aa02,11,440,440,normal,RR-corpus_phspaelti,-
A,Aa02,12,131,131,normal,RR-corpus_phspaelti,-
A,Aa02,13,050,050,normal,RR-corpus_phspaelti,-
A,Aa02,14,442,442,normal,RR-corpus_phspaelti,-
A,Aa02,15,530,530,normal,RR-corpus_phspaelti,.
A,Aa02,16,071,071,normal,RR-corpus_phspaelti,-
A,Aa02,17,073,073,normal,RR-corpus_phspaelti,.
A,Aa02,18,064,064,normal,RR-corpus_phspaelti,-
A,Aa02,19,678b,678b,normal,RR-corpus_phspaelti,-
A,Aa02,20,701b,701b,normal,RR-corpus_phspaelti,.
A,Aa02,21,076y,076y,normal,RR-corpus_phspaelti,-
A,Aa02,22,047,047,normal,RR-corpus_phspaelti,-
A,Aa02,23,530,530,normal,RR-corpus_phspaelti,-
A,Aa02,24,022,022,normal,RR-corpus_phspaelti,.
A,Aa02,25,678b,678b,normal,RR-corpus_phspaelti,-
A,Aa02,26,539b,539b,normal,RR-corpus_phspaelti,-
A,Aa02,27,027,027,normal,RR-corpus_phspaelti,-
A,Aa02,28,655,655,normal,RR-corpus_phspaelti,.
A,Aa02,29,076y,076y,normal,RR-corpus_phspaelti,-
A,Aa02,30,301,301,normal,RR-corpus_phspaelti,-
A,Aa02,31,021t,021t,normal,RR-corpus_phspaelti,-
A,Aa02,32,073,073,normal,RR-corpus_phspaelti,.
A,Aa02,33,006,006,normal,RR-corpus_phspaelti,-
A,Aa02,34,393,393,normal,RR-corpus_phspaelti,-
A,Aa02,35,246a,246a,normal,RR-corpus_phspaelti,-
A,Aa02,36,073,073,normal,RR-corpus_phspaelti,.
A,Aa02,37,006,006,normal,RR-corpus_phspaelti,-
A,Aa02,38,033,033,normal,RR-corpus_phspaelti,-
A,Aa02,39,066fx,066fx,normal,RR-corpus_phspaelti,-
A,Aa02,40,093,093,normal,RR-corpus_phspaelti,-
A,Aa02,41,061y,061y,normal,RR-corpus_phspaelti,.
A,Aa02,42,086,086,normal,RR-corpus_phspaelti,.
A,Aa02,43,061,061,normal,RR-corpus_phspaelti,-
A,Aa02,44,048,048,normal,RR-corpus_phspaelti,-
A,Aa02,45,430b,430b,normal,RR-corpus_phspaelti,-
A,Aa02,46,090j,090j,normal,RR-corpus_phspaelti,-
A,Aa02,47,011,011,normal,RR-corpus_phspaelti,-
A,Aa02,48,090j,090j,normal,RR-corpus_phspaelti,-
A,Aa02,49,070b,070b,normal,RR-corpus_phspaelti,-
A,Aa02,50,048,048,normal,RR-corpus_phspaelti,-
A,Aa02,51,076,076,normal,RR-corpus_phspaelti,-
A,Aa02,52,007,007,normal,RR-corpus_phspaelti,-
A,Aa02,53,545,545,normal,RR-corpus_phspaelti,-
A,Aa02,54,195a?,195a?,normal,RR-corpus_phspaelti,.
A,Aa02,55,009,009,normal,RR-corpus_phspaelti,-
A,Aa02,56,011,011,normal,RR-corpus_phspaelti,-
A,Aa02,57,538,538,normal,RR-corpus_phspaelti,-
A,Aa02,58,041b?,041b?,normal,RR-corpus_phspaelti,-
A,Aa02,59,678b,678b,normal,RR-corpus_phspaelti,-
A,Aa02,60,530,530,normal,RR-corpus_phspaelti,.
A,Aa02,61,001,001,normal,RR-corpus_phspaelti,-
A,Aa02,62,021a,021a,normal,RR-corpus_phspaelti,-
A,Aa02,63,022bfy,022bfy,normal,RR-corpus_phspaelti,-
A,Aa02,64,011,011,normal,RR-corpus_phspaelti,.
A,Aa02,65,670,670,normal,RR-corpus_phspaelti,-
A,Aa02,66,099aj,099aj,normal,RR-corpus_phspaelti,-
A,Aa02,67,144f,144f,normal,RR-corpus_phspaelti,-
A,Aa02,68,200,200,normal,RR-corpus_phspaelti,-
A,Aa02,69,011,011,normal,RR-corpus_phspaelti,-
A,Aa02,70,200,200,normal,RR-corpus_phspaelti,-
A,Aa02,71,070a,070a,normal,RR-corpus_phspaelti,-
A,Aa02,72,144f,144f,normal,RR-corpus_phspaelti,-
A,Aa02,73,071c,071c,normal,RR-corpus_phspaelti,-
A,Aa02,74,047,047,normal,RR-corpus_phspaelti,-
A,Aa02,75,011,011,normal,RR-corpus_phspaelti,-
A,Aa02,76,200,200,normal,RR-corpus_phspaelti,-
A,Aa02,77,025V,025V,normal,RR-corpus_phspaelti,-
A,Aa02,78,386,386,normal,RR-corpus_phspaelti,-
A,Aa02,79,071b!,071b!,normal,RR-corpus_phspaelti,-
A,Aa02,80,061b,061b,normal,RR-corpus_phspaelti,-
A,Aa02,81,306,306,normal,RR-corpus_phspaelti,-
A,Aa02,82,280j,280j,normal,RR-corpus_phspaelti,-
A,Aa02,83,001V,001V,normal,RR-corpus_phspaelti,-
A,Aa02,84,160b,160b,normal,RR-corpus_phspaelti,-
A,Aa02,85,306,306,normal,RR-corpus_phspaelti,.
A,Aa02,86,003a,003a,normal,RR-corpus_phspaelti,-
A,Aa02,87,028,028,normal,RR-corpus_phspaelti,.
A,Aa02,88,006xy,006xy,normal,RR-corpus_phspaelti,-
A,Aa02,89,093,093,normal,RR-corpus_phspaelti,-
A,Aa02,90,302,302,normal,RR-corpus_phspaelti,-
A,Aa02,91,045,045,normal,RR-corpus_phspaelti,.
A,Aa02,92,006,006,normal,RR-corpus_phspaelti,-
A,Aa02,93,022bf,022bf,normal,RR-corpus_phspaelti,.
A,Aa02,94,243,243,normal,RR-corpus_phspaelti,-
A,Aa02,95,005j,005j,normal,RR-corpus_phspaelti,-
A,Aa02,96,077,077,normal,RR-corpus_phspaelti,.
A,Aa02,97,034V,034V,normal,RR-corpus_phspaelti,-
A,Aa02,98,522fy,522fy,normal,RR-corpus_phspaelti,-
A,Aa02,99,011,011,normal,RR-corpus_phspaelti,-
A,Aa02,100,007,007,normal,RR-corpus_phspaelti,-
A,Aa02,101,004,004,normal,RR-corpus_phspaelti,.
A,Aa02,102,600,600,normal,RR-corpus_phspaelti,-
A,Aa02,103,741,741,normal,RR-corpus_phspaelti,-
A,Aa02,104,626,626,normal,RR-corpus_phspaelti,-
A,Aa02,105,622,622,normal,RR-corpus_phspaelti,-
A,Aa02,106,660,660,normal,RR-corpus_phspaelti,-
A,Aa02,107,613,613,normal,RR-corpus_phspaelti,-
A,Aa02,108,607o,607o,normal,RR-corpus_phspaelti,*
A,Aa03,1,600,600,normal,RR-corpus_phspaelti,-
A,Aa03,2,060a,060a,normal,RR-corpus_phspaelti,.
A,Aa03,3,003a,003a,normal,RR-corpus_phspaelti,-
A,Aa03,4,461a,461a,normal,RR-corpus_phspaelti,-
A,Aa03,5,060a,060a,normal,RR-corpus_phspaelti,.
A,Aa03,6,003a,003a,normal,RR-corpus_phspaelti,-
A,Aa03,7,600,600,normal,RR-corpus_phspaelti,-
A,Aa03,8,004,004,normal,RR-corpus_phspaelti,.
A,Aa03,9,064,064,normal,RR-corpus_phspaelti,-
A,Aa03,10,600,600,normal,RR-corpus_phspaelti,.
A,Aa03,11,004,004,normal,RR-corpus_phspaelti,.
A,Aa03,12,064a,064a,normal,RR-corpus_phspaelti,-
A,Aa03,13,001,001,normal,RR-corpus_phspaelti,.
A,Aa03,14,063,063,normal,RR-corpus_phspaelti,-
A,Aa03,15,014,014,normal,RR-corpus_phspaelti,-
A,Aa03,16,680a,680a,normal,RR-corpus_phspaelti,-
A,Aa03,17,011,011,normal,RR-corpus_phspaelti,-
A,Aa03,18,741,741,normal,RR-corpus_phspaelti,-
A,Aa03,19,700,700,normal,RR-corpus_phspaelti,-
A,Aa03,20,001,001,normal,RR-corpus_phspaelti,-
A,Aa03,21,005j,005j,normal,RR-corpus_phspaelti,-
A,Aa03,22,316a,316a,normal,RR-corpus_phspaelti,-
A,Aa03,23,631,631,normal,RR-corpus_phspaelti,-
A,Aa03,24,600,600,normal,RR-corpus_phspaelti,.
A,Aa03,25,075,075,normal,RR-corpus_phspaelti,-
A,Aa03,26,600,600,normal,RR-corpus_phspaelti,.
A,Aa03,27,007,007,normal,RR-corpus_phspaelti,-
A,Aa03,28,316,316,normal,RR-corpus_phspaelti,-
A,Aa03,29,631!,631!,normal,RR-corpus_phspaelti,-
A,Aa03,30,600,600,normal,RR-corpus_phspaelti,.
A,Aa03,31,075,075,normal,RR-corpus_phspaelti,-
A,Aa03,32,008a,008a,normal,RR-corpus_phspaelti,-
A,Aa03,33,600,600,normal,RR-corpus_phspaelti,.
A,Aa03,34,007,007,normal,RR-corpus_phspaelti,-
A,Aa03,35,316,316,normal,RR-corpus_phspaelti,-
A,Aa03,36,631a,631a,normal,RR-corpus_phspaelti,-
A,Aa03,37,700,700,normal,RR-corpus_phspaelti,-
A,Aa03,38,600,600,normal,RR-corpus_phspaelti,.
A,Aa03,39,075,075,normal,RR-corpus_phspaelti,-
A,Aa03,40,600,600,normal,RR-corpus_phspaelti,.
A,Aa03,41,007,007,normal,RR-corpus_phspaelti,-
A,Aa03,42,300,300,normal,RR-corpus_phspaelti,.
A,Aa03,43,007,007,normal,RR-corpus_phspaelti,-
A,Aa03,44,300,300,normal,RR-corpus_phspaelti,.
A,Aa03,45,007,007,normal,RR-corpus_phspaelti,-
A,Aa03,46,005i,005i,normal,RR-corpus_phspaelti,-
A,Aa03,47,007,007,normal,RR-corpus_phspaelti,.
A,Aa03,48,074x,074x,normal,RR-corpus_phspaelti,-
A,Aa03,49,007,007,normal,RR-corpus_phspaelti,-
A,Aa03,50,208,208,normal,RR-corpus_phspaelti,.
A,Aa03,51,008,008,normal,RR-corpus_phspaelti,-
A,Aa03,52,325,325,normal,RR-corpus_phspaelti,-
A,Aa03,53,599b,599b,normal,RR-corpus_phspaelti,-
A,Aa03,54,011,011,normal,RR-corpus_phspaelti,-
A,Aa03,55,002,002,normal,RR-corpus_phspaelti,-
A,Aa03,56,206a,206a,normal,RR-corpus_phspaelti,-
A,Aa03,57,053y,053y,normal,RR-corpus_phspaelti,-
A,Aa03,58,470,470,normal,RR-corpus_phspaelti,-
A,Aa03,59,207y,207y,normal,RR-corpus_phspaelti,-
A,Aa03,60,320,320,normal,RR-corpus_phspaelti,.
A,Aa03,61,009,009,normal,RR-corpus_phspaelti,-
A,Aa03,62,301,301,normal,RR-corpus_phspaelti,-
A,Aa03,63,208,208,normal,RR-corpus_phspaelti,-
A,Aa03,64,008a,008a,normal,RR-corpus_phspaelti,-
A,Aa03,65,256a,256a,normal,RR-corpus_phspaelti,-
A,Aa03,66,301,301,normal,RR-corpus_phspaelti,-
A,Aa03,67,680,680,normal,RR-corpus_phspaelti,-
A,Aa03,68,400o,400o,normal,RR-corpus_phspaelti,.
A,Aa03,69,004,004,normal,RR-corpus_phspaelti,-
A,Aa03,70,093,093,normal,RR-corpus_phspaelti,-
A,Aa03,71,144f,144f,normal,RR-corpus_phspaelti,-
A,Aa03,72,755,755,normal,RR-corpus_phspaelti,-
A,Aa03,73,607o,607o,normal,RR-corpus_phspaelti,-
A,Aa03,74,201s,201s,normal,RR-corpus_phspaelti,-
A,Aa03,75,605s,605s,normal,RR-corpus_phspaelti,-
A,Aa03,76,234,234,normal,RR-corpus_phspaelti,-
A,Aa03,77,605,605,normal,RR-corpus_phspaelti,-
A,Aa03,78,585,585,normal,RR-corpus_phspaelti,-
A,Aa03,79,605s,605s,normal,RR-corpus_phspaelti,-
A,Aa03,80,605s,605s,normal,RR-corpus_phspaelti,-
A,Aa03,81,385,385,normal,RR-corpus_phspaelti,-
A,Aa03,82,006a,006a,normal,RR-corpus_phspaelti,-
A,Aa03,83,320,320,normal,RR-corpus_phspaelti,.
A,Aa03,84,052,052,normal,RR-corpus_phspaelti,-
A,Aa03,85,002,002,normal,RR-corpus_phspaelti,-
A,Aa03,86,290,290,normal,RR-corpus_phspaelti,-
A,Aa03,87,571a,571a,normal,RR-corpus_phspaelti,-
A,Aa03,88,197f,197f,normal,RR-corpus_phspaelti,-
A,Aa03,89,025,025,normal,RR-corpus_phspaelti,-
A,Aa03,90,002,002,normal,RR-corpus_phspaelti,-
A,Aa03,91,535,535,normal,RR-corpus_phspaelti,.
A,Aa03,92,020ey,020ey,normal,RR-corpus_phspaelti,-
A,Aa03,93,080,080,normal,RR-corpus_phspaelti,-
A,Aa03,94,004,004,normal,RR-corpus_phspaelti,-
A,Aa03,95,069,069,normal,RR-corpus_phspaelti,.
A,Aa03,96,006,006,normal,RR-corpus_phspaelti,-
A,Aa03,97,000!,000!,normal,RR-corpus_phspaelti,.
A,Aa03,98,000!,000!,normal,RR-corpus_phspaelti,*
A,Aa04,1,535s?,535s?,normal,RR-corpus_phspaelti,-
A,Aa04,2,080,080,normal,RR-corpus_phspaelti,-
A,Aa04,3,004,004,normal,RR-corpus_phspaelti,-
A,Aa04,4,600,600,normal,RR-corpus_phspaelti,.
A,Aa04,5,007,007,normal,RR-corpus_phspaelti,-
A,Aa04,6,099a,099a,normal,RR-corpus_phspaelti,-
A,Aa04,7,025,025,normal,RR-corpus_phspaelti,-
A,Aa04,8,535,535,normal,RR-corpus_phspaelti,.
A,Aa04,9,020ey,020ey,normal,RR-corpus_phspaelti,-
A,Aa04,10,254a,254a,normal,RR-corpus_phspaelti,.
A,Aa04,11,077a,077a,normal,RR-corpus_phspaelti,-
A,Aa04,12,256a,256a,normal,RR-corpus_phspaelti,-
A,Aa04,13,300,300,normal,RR-corpus_phspaelti,.
A,Aa04,14,400,400,normal,RR-corpus_phspaelti,-
A,Aa04,15,285as,285as,normal,RR-corpus_phspaelti,-
A,Aa04,16,025,025,normal,RR-corpus_phspaelti,-
A,Aa04,17,280c,280c,normal,RR-corpus_phspaelti,-
A,Aa04,18,042,042,normal,RR-corpus_phspaelti,:
A,Aa04,19,059fh,059fh,normal,RR-corpus_phspaelti,-
A,Aa04,20,048,048,normal,RR-corpus_phspaelti,-
A,Aa04,21,022df,022df,normal,RR-corpus_phspaelti,-
A,Aa04,22,001,001,normal,RR-corpus_phspaelti,-
A,Aa04,23,005j,005j,normal,RR-corpus_phspaelti,-
A,Aa04,24,575,575,normal,RR-corpus_phspaelti,-
A,Aa04,25,004,004,normal,RR-corpus_phspaelti,.
A,Aa04,26,575,575,normal,RR-corpus_phspaelti,-
A,Aa04,27,579,579,normal,RR-corpus_phspaelti,-
A,Aa04,28,579,579,normal,RR-corpus_phspaelti,-
A,Aa04,29,583,583,normal,RR-corpus_phspaelti,-
A,Aa04,30,583,583,normal,RR-corpus_phspaelti,-
A,Aa04,31,074af,074af,normal,RR-corpus_phspaelti,.
A,Aa04,32,700,700,normal,RR-corpus_phspaelti,.
A,Aa04,33,069,069,normal,RR-corpus_phspaelti,-
A,Aa04,34,575,575,normal,RR-corpus_phspaelti,.
A,Aa04,35,074af,074af,normal,RR-corpus_phspaelti,-
A,Aa04,36,745,745,normal,RR-corpus_phspaelti,.
A,Aa04,37,009,009,normal,RR-corpus_phspaelti,-
A,Aa04,38,507,507,normal,RR-corpus_phspaelti,-
A,Aa04,39,737,737,normal,RR-corpus_phspaelti,-
A,Aa04,40,599,599,normal,RR-corpus_phspaelti,-
A,Aa04,41,430,430,normal,RR-corpus_phspaelti,-
A,Aa04,42,001,001,normal,RR-corpus_phspaelti,.
A,Aa04,43,006xy,006xy,normal,RR-corpus_phspaelti,-
A,Aa04,44,430,430,normal,RR-corpus_phspaelti,-
A,Aa04,45,001,001,normal,RR-corpus_phspaelti,-
A,Aa04,46,745,745,normal,RR-corpus_phspaelti,-
A,Aa04,47,001,001,normal,RR-corpus_phspaelti,.
A,Aa04,48,077a,077a,normal,RR-corpus_phspaelti,.
A,Aa04,49,244,244,normal,RR-corpus_phspaelti,-
A,Aa04,50,001,001,normal,RR-corpus_phspaelti,.
A,Aa04,51,077a,077a,normal,RR-corpus_phspaelti,-
A,Aa04,52,001,001,normal,RR-corpus_phspaelti,-
A,Aa04,53,010y,010y,normal,RR-corpus_phspaelti,.
A,Aa04,54,061,061,normal,RR-corpus_phspaelti,-
A,Aa04,55,001,001,normal,RR-corpus_phspaelti,.
A,Aa04,56,006,006,normal,RR-corpus_phspaelti,-
A,Aa04,57,700,700,normal,RR-corpus_phspaelti,-
A,Aa04,58,001,001,normal,RR-corpus_phspaelti,-
A,Aa04,59,005j,005j,normal,RR-corpus_phspaelti,-
A,Aa04,60,660,660,normal,RR-corpus_phspaelti,-
A,Aa04,61,002a,002a,normal,RR-corpus_phspaelti,.
A,Aa04,62,049f,049f,normal,RR-corpus_phspaelti,-
A,Aa04,63,005j,005j,normal,RR-corpus_phspaelti,-
A,Aa04,64,254aj,254aj,normal,RR-corpus_phspaelti,-
A,Aa04,65,004,004,normal,RR-corpus_phspaelti,-
A,Aa04,66,522afy,522afy,normal,RR-corpus_phspaelti,-
A,Aa04,67,080,080,normal,RR-corpus_phspaelti,-
A,Aa04,68,004,004,normal,RR-corpus_phspaelti,-
A,Aa04,69,660,660,normal,RR-corpus_phspaelti,-
A,Aa04,70,002a,002a,normal,RR-corpus_phspaelti,-
A,Aa04,71,005j,005j,normal,RR-corpus_phspaelti,-
A,Aa04,72,254a,254a,normal,RR-corpus_phspaelti,-
A,Aa04,73,608,608,normal,RR-corpus_phspaelti,-
A,Aa04,74,004,004,normal,RR-corpus_phspaelti,.
A,Aa04,75,660,660,normal,RR-corpus_phspaelti,-
A,Aa04,76,073Vf,073Vf,normal,RR-corpus_phspaelti,-
A,Aa04,77,600,600,normal,RR-corpus_phspaelti,.
A,Aa04,78,004,004,normal,RR-corpus_phspaelti,-
A,Aa04,79,073Va,073Va,normal,RR-corpus_phspaelti,-
A,Aa04,80,254aj,254aj,normal,RR-corpus_phspaelti,-
A,Aa04,81,004,004,normal,RR-corpus_phspaelti,.
A,Aa04,82,600,600,normal,RR-corpus_phspaelti,-
A,Aa04,83,007,007,normal,RR-corpus_phspaelti,.
A,Aa04,84,010,010,normal,RR-corpus_phspaelti,.
A,Aa04,85,074f,074f,normal,RR-corpus_phspaelti,-
A,Aa04,86,109a,109a,normal,RR-corpus_phspaelti,.
A,Aa04,87,009,009,normal,RR-corpus_phspaelti,-
A,Aa04,88,660,660,normal,RR-corpus_phspaelti,-
A,Aa04,89,004,004,normal,RR-corpus_phspaelti,-
A,Aa04,90,080a,080a,normal,RR-corpus_phspaelti,-
A,Aa04,91,208,208,normal,RR-corpus_phspaelti,.
A,Aa04,92,007,007,normal,RR-corpus_phspaelti,-
A,Aa04,93,002,002,normal,RR-corpus_phspaelti,-
A,Aa04,94,005j,005j,normal,RR-corpus_phspaelti,-
A,Aa04,95,430,430,normal,RR-corpus_phspaelti,-
A,Aa04,96,002a,002a,normal,RR-corpus_phspaelti,.
A,Aa04,97,208,208,normal,RR-corpus_phspaelti,-
A,Aa04,98,064,064,normal,RR-corpus_phspaelti,.
A,Aa04,99,074af,074af,normal,RR-corpus_phspaelti,-
A,Aa04,100,600,600,normal,RR-corpus_phspaelti,-
A,Aa04,101,004,004,normal,RR-corpus_phspaelti,-
A,Aa04,102,031,031,normal,RR-corpus_phspaelti,-
A,Aa04,103,031,031,normal,RR-corpus_phspaelti,-
A,Aa04,104,064,064,normal,RR-corpus_phspaelti,.
A,Aa04,105,074,074,normal,RR-corpus_phspaelti,-
A,Aa04,106,001,001,normal,RR-corpus_phspaelti,.
A,Aa04,107,062,062,normal,RR-corpus_phspaelti,.
A,Aa04,108,074a,074a,normal,RR-corpus_phspaelti,-
A,Aa04,109,040a,040a,normal,RR-corpus_phspaelti,-
A,Aa04,110,004,004,normal,RR-corpus_phspaelti,.
A,Aa04,111,600,600,normal,RR-corpus_phspaelti,-
A,Aa04,112,040a,040a,normal,RR-corpus_phspaelti,-
A,Aa04,113,004,004,normal,RR-corpus_phspaelti,.
A,Aa04,114,600,600,normal,RR-corpus_phspaelti,*
