doc_id,line_id,position,token,raw_token,orientation,source,notes
synthetic,7,3,s21,s21,normal,synthetic_generator,
synthetic,7,4,s40,s40,normal,synthetic_generator,
synthetic,7,5,s01,s01,normal,synthetic_generator,
synthetic,7,6,s15,s15,normal,synthetic_generator,
synthetic,7,7,s21,s21,normal,synthetic_generator,
synthetic,7,8,s02,s02,normal,synthetic_generator,
synthetic,7,9,s10,s10,normal,synthetic_generator,
synthetic,8,1,s01,s01,normal,synthetic_generator,
synthetic,8,2,s13,s13,normal,synthetic_generator,
synthetic,8,3,s22,s22,normal,synthetic_generator,
synthetic,8,4,s02,s02,normal,synthetic_generator,
synthetic,8,5,s15,s15,normal,synthetic_generator,
synthetic,9,1,s01,s01,normal,synthetic_generator,
synthetic,9,2,s12,s12,normal,synthetic_generator,
synthetic,9,3,s22,s22,normal,synthetic_generator,
synthetic,9,4,s30,s30,normal,synthetic_generator,
synthetic,9,5,s03,s03,normal,synthetic_generator,
synthetic,9,6,s12,s12,normal,synthetic_generator,
synthetic,10,1,s03,s03,normal,synthetic_generator,
synthetic,10,2,s15,s15,normal,synthetic_generator,
synthetic,10,3,s20,s20,normal,synthetic_generator,
synthetic,10,4,s40,s40,normal,synthetic_generator,
synthetic,10,5,s03,s03,normal,synthetic_generator,
synthetic,10,6,s15,s15,normal,synthetic_generator,
synthetic,10,7,s21,s21,normal,synthetic_generator,
synthetic,10,8,s01,s01,normal,synthetic_generator,
synthetic,10,9,s13,s13,normal,synthetic_generator,
synthetic,11,1,s02,s02,normal,synthetic_generator,
synthetic,11,2,s15,s15,normal,synthetic_generator,
synthetic,11,3,s21,s21,normal,synthetic_generator,
synthetic,11,4,s31,s31,normal,synthetic_generator,
synthetic,11,5,s01,s01,normal,synthetic_generator,
synthetic,11,6,s11,s11,normal,synthetic_generator,
synthetic,12,1,s02,s02,normal,synthetic_generator,
synthetic,12,2,s13,s13,normal,synthetic_generator,
synthetic,12,3,s22,s22,normal,synthetic_generator,
synthetic,12,4,s01,s01,normal,synthetic_generator,
synthetic,12,5,s11,s11,normal,synthetic_generator,
synthetic,13,1,s03,s03,normal,synthetic_generator,
synthetic,13,2,s12,s12,normal,synthetic_generator,
synthetic,13,3,s21,s21,normal,synthetic_generator,
synthetic,13,4,s40,s40,normal,synthetic_generator,
synthetic,13,5,s02,s02,normal,synthetic_generator,
synthetic,13,6,s15,s15,normal,synthetic_generator,
synthetic,13,7,s23,s23,normal,synthetic_generator,
synthetic,13,8,s01,s01,normal,synthetic_generator,
synthetic,13,9,s12,s12,normal,synthetic_generator,
synthetic,14,1,s01,s01,normal,synthetic_generator,
synthetic,14,2,s15,s15,normal,synthetic_generator,
synthetic,14,3,s22,s22,normal,synthetic_generator,
synthetic,14,4,s03,s03,normal,synthetic_generator,
synthetic,14,5,s14,s14,normal,synthetic_generator,
synthetic,15,1,s03,s03,normal,synthetic_generator,
synthetic,15,2,s13,s13,normal,synthetic_generator,
synthetic,15,3,s22,s22,normal,synthetic_generator,
synthetic,15,4,s30,s30,normal,synthetic_generator,
synthetic,15,5,s01,s01,normal,synthetic_generator,
synthetic,15,6,s14,s14,normal,synthetic_generator,
synthetic,16,1,s01,s01,normal,synthetic_generator,
synthetic,16,2,s10,s10,normal,synthetic_generator,
synthetic,16,3,s20,s20,normal,synthetic_generator,
synthetic,16,4,s30,s30,normal,synthetic_generator,
synthetic,16,5,s03,s03,normal,synthetic_generator,
synthetic,16,6,s11,s11,normal,synthetic_generator,
synthetic,17,1,s02,s02,normal,synthetic_generator,
synthetic,17,2,s14,s14,normal,synthetic_generator,
synthetic,17,3,s20,s20,normal,synthetic_generator,
synthetic,17,4,s40,s40,normal,synthetic_generator,
synthetic,17,5,s02,s02,normal,synthetic_generator,
synthetic,17,6,s14,s14,normal,synthetic_generator,
synthetic,17,7,s23,s23,normal,synthetic_generator,
synthetic,17,8,s03,s03,normal,synthetic_generator,
synthetic,17,9,s12,s12,normal,synthetic_generator,
synthetic,18,1,s01,s01,normal,synthetic_generator,
synthetic,18,2,s15,s15,normal,synthetic_generator,
synthetic,18,3,s20,s20,normal,synthetic_generator,
synthetic,18,4,s40,s40,normal,synthetic_generator,
synthetic,18,5,s03,s03,normal,synthetic_generator,
synthetic,18,6,s12,s12,normal,synthetic_generator,
synthetic,18,7,s20,s20,normal,synthetic_generator,
synthetic,18,8,s02,s02,normal,synthetic_generator,
synthetic,18,9,s13,s13,normal,synthetic_generator,
synthetic,19,1,s02,s02,normal,synthetic_generator,
synthetic,19,2,s10,s10,normal,synthetic_generator,
synthetic,19,3,s22,s22,normal,synthetic_generator,
synthetic,19,4,s03,s03,normal,synthetic_generator,
synthetic,19,5,s11,s11,normal,synthetic_generator,
synthetic,20,1,s01,s01,normal,synthetic_generator,
synthetic,20,2,s15,s15,normal,synthetic_generator,
synthetic,20,3,s22,s22,normal,synthetic_generator,
synthetic,20,4,s40,s40,normal,synthetic_generator,
synthetic,20,5,s01,s01,normal,synthetic_generator,
synthetic,20,6,s12,s12,normal,synthetic_generator,
synthetic,20,7,s21,s21,normal,synthetic_generator,
synthetic,20,8,s03,s03,normal,synthetic_generator,
synthetic,20,9,s14,s14,normal,synthetic_generator,
synthetic,21,1,s03,s03,normal,synthetic_generator,
synthetic,21,2,s12,s12,normal,synthetic_generator,
synthetic,21,3,s23,s23,normal,synthetic_generator,
synthetic,21,4,s01,s01,normal,synthetic_generator,
synthetic,21,5,s10,s10,normal,synthetic_generator,
synthetic,22,1,s02,s02,normal,synthetic_generator,
synthetic,22,2,s11,s11,normal,synthetic_generator,
synthetic,22,3,s20,s20,normal,synthetic_generator,
synthetic,22,4,s30,s30,normal,synthetic_generator,
synthetic,22,5,s03,s03,normal,synthetic_generator,
synthetic,22,6,s10,s10,normal,synthetic_generator,
synthetic,23,1,s03,s03,normal,synthetic_generator,
synthetic,23,2,s13,s13,normal,synthetic_generator,
synthetic,23,3,s20,s20,normal,synthetic_generator,
synthetic,23,4,s03,s03,normal,synthetic_generator,
synthetic,23,5,s11,s11,normal,synthetic_generator,
synthetic,24,1,s03,s03,normal,synthetic_generator,
synthetic,24,2,s13,s13,normal,synthetic_generator,
synthetic,24,3,s21,s21,normal,synthetic_generator,
synthetic,24,4,s02,s02,normal,synthetic_generator,
synthetic,24,5,s14,s14,normal,synthetic_generator,
synthetic,25,1,s02,s02,normal,synthetic_generator,
synthetic,25,2,s11,s11,normal,synthetic_generator,
synthetic,25,3,s21,s21,normal,synthetic_generator,
synthetic,25,4,s40,s40,normal,synthetic_generator,
synthetic,25,5,s02,s02,normal,synthetic_generator,
synthetic,25,6,s15,s15,normal,synthetic_generator,
synthetic,25,7,s22,s22,normal,synthetic_generator,
synthetic,25,8,s02,s02,normal,synthetic_generator,
synthetic,25,9,s14,s14,normal,synthetic_generator,
synthetic,26,1,s01,s01,normal,synthetic_generator,
synthetic,26,2,s11,s11,normal,synthetic_generator,
synthetic,26,3,s21,s21,normal,synthetic_generator,
synthetic,26,4,s30,s30,normal,synthetic_generator,
synthetic,26,5,s02,s02,normal,synthetic_generator,
synthetic,26,6,s10,s10,normal,synthetic_generator,
synthetic,27,1,s03,s03,normal,synthetic_generator,
synthetic,27,2,s11,s11,normal,synthetic_generator,
synthetic,27,3,s21,s21,normal,synthetic_generator,
synthetic,27,4,s40,s40,normal,synthetic_generator,
synthetic,27,5,s01,s01,normal,synthetic_generator,
synthetic,27,6,s15,s15,normal,synthetic_generator,
synthetic,27,7,s20,s20,normal,synthetic_generator,
synthetic,27,8,s01,s01,normal,synthetic_generator,
synthetic,27,9,s10,s10,normal,synthetic_generator,
synthetic,28,1,s02,s02,normal,synthetic_generator,
synthetic,28,2,s10,s10,normal,synthetic_generator,
synthetic,28,3,s21,s21,normal,synthetic_generator,
synthetic,28,4,s02,s02,normal,synthetic_generator,
synthetic,28,5,s15,s15,normal,synthetic_generator,
synthetic,29,1,s01,s01,normal,synthetic_generator,
synthetic,29,2,s14,s14,normal,synthetic_generator,
synthetic,29,3,s21,s21,normal,synthetic_generator,
synthetic,29,4,s31,s31,normal,synthetic_generator,
synthetic,29,5,s01,s01,normal,synthetic_generator,
synthetic,29,6,s13,s13,normal,synthetic_generator,
synthetic,30,1,s01,s01,normal,synthetic_generator,
synthetic,30,2,s10,s10,normal,synthetic_generator,
synthetic,30,3,s20,s20,normal,synthetic_generator,
synthetic,30,4,s31,s31,normal,synthetic_generator,
synthetic,30,5,s02,s02,normal,synthetic_generator,
synthetic,30,6,s13,s13,normal,synthetic_generator,
synthetic,31,1,s02,s02,normal,synthetic_generator,
synthetic,31,2,s15,s15,normal,synthetic_generator,
synthetic,31,3,s20,s20,normal,synthetic_generator,
synthetic,31,4,s30,s30,normal,synthetic_generator,
synthetic,31,5,s01,s01,normal,synthetic_generator,
synthetic,31,6,s13,s13,normal,synthetic_generator,
synthetic,32,1,s02,s02,normal,synthetic_generator,
synthetic,32,2,s10,s10,normal,synthetic_generator,
synthetic,32,3,s21,s21,normal,synthetic_generator,
synthetic,32,4,s40,s40,normal,synthetic_generator,
synthetic,32,5,s01,s01,normal,synthetic_generator,
synthetic,32,6,s14,s14,normal,synthetic_generator,
synthetic,32,7,s23,s23,normal,synthetic_generator,
synthetic,32,8,s01,s01,normal,synthetic_generator,
synthetic,32,9,s13,s13,normal,synthetic_generator,
synthetic,33,1,s02,s02,normal,synthetic_generator,
synthetic,33,2,s13,s13,normal,synthetic_generator,
synthetic,33,3,s21,s21,normal,synthetic_generator,
synthetic,33,4,s01,s01,normal,synthetic_generator,
synthetic,33,5,s13,s13,normal,synthetic_generator,
synthetic,34,1,s01,s01,normal,synthetic_generator,
synthetic,34,2,s10,s10,normal,synthetic_generator,
synthetic,34,3,s20,s20,normal,synthetic_generator,
synthetic,34,4,s40,s40,normal,synthetic_generator,
synthetic,34,5,s01,s01,normal,synthetic_generator,
synthetic,34,6,s11,s11,normal,synthetic_generator,
synthetic,34,7,s23,s23,normal,synthetic_generator,
synthetic,34,8,s02,s02,normal,synthetic_generator,
synthetic,34,9,s13,s13,normal,synthetic_generator,
synthetic,35,1,s02,s02,normal,synthetic_generator,
synthetic,35,2,s10,s10,normal,synthetic_generator,
synthetic,35,3,s21,s21,normal,synthetic_generator,
synthetic,35,4,s02,s02,normal,synthetic_generator,
synthetic,35,5,s10,s10,normal,synthetic_generator,
synthetic,36,1,s02,s02,normal,synthetic_generator,
synthetic,36,2,s13,s13,normal,synthetic_generator,
synthetic,36,3,s22,s22,normal,synthetic_generator,
synthetic,36,4,s31,s31,normal,synthetic_generator,
synthetic,36,5,s03,s03,normal,synthetic_generator,
synthetic,36,6,s15,s15,normal,synthetic_generator,
synthetic,37,1,s03,s03,normal,synthetic_generator,
synthetic,37,2,s15,s15,normal,synthetic_generator,
synthetic,37,3,s23,s23,normal,synthetic_generator,
synthetic,37,4,s40,s40,normal,synthetic_generator,
synthetic,37,5,s01,s01,normal,synthetic_generator,
synthetic,37,6,s12,s12,normal,synthetic_generator,
synthetic,37,7,s21,s21,normal,synthetic_generator,
synthetic,37,8,s01,s01,normal,synthetic_generator,
synthetic,37,9,s14,s14,normal,synthetic_generator,
synthetic,38,1,s03,s03,normal,synthetic_generator,
synthetic,38,2,s10,s10,normal,synthetic_generator,
synthetic,38,3,s22,s22,normal,synthetic_generator,
synthetic,38,4,s40,s40,normal,synthetic_generator,
synthetic,38,5,s01,s01,normal,synthetic_generator,
synthetic,38,6,s14,s14,normal,synthetic_generator,
synthetic,38,7,s23,s23,normal,synthetic_generator,
synthetic,38,8,s03,s03,normal,synthetic_generator,
synthetic,38,9,s14,s14,normal,synthetic_generator,
synthetic,39,1,s01,s01,normal,synthetic_generator,
synthetic,39,2,s14,s14,normal,synthetic_generator,
synthetic,39,3,s20,s20,normal,synthetic_generator,
synthetic,39,4,s01,s01,normal,synthetic_generator,
synthetic,39,5,s10,s10,normal,synthetic_generator,
synthetic,40,1,s01,s01,normal,synthetic_generator,
synthetic,40,2,s15,s15,normal,synthetic_generator,
synthetic,40,3,s21,s21,normal,synthetic_generator,
synthetic,40,4,s40,s40,normal,synthetic_generator,
synthetic,40,5,s01,s01,normal,synthetic_generator,
synthetic,40,6,s14,s14,normal,synthetic_generator,
synthetic,40,7,s21,s21,normal,synthetic_generator,
synthetic,40,8,s03,s03,normal,synthetic_generator,
synthetic,40,9,s14,s14,normal,synthetic_generator,
synthetic,41,1,s03,s03,normal,synthetic_generator,
synthetic,41,2,s10,s10,normal,synthetic_generator,
synthetic,41,3,s23,s23,normal,synthetic_generator,
synthetic,41,4,s03,s03,normal,synthetic_generator,
synthetic,41,5,s14,s14,normal,synthetic_generator,
synthetic,42,1,s03,s03,normal,synthetic_generator,
synthetic,42,2,s12,s12,normal,synthetic_generator,
synthetic,42,3,s22,s22,normal,synthetic_generator,
synthetic,42,4,s40,s40,normal,synthetic_generator,
synthetic,42,5,s03,s03,normal,synthetic_generator,
synthetic,42,6,s15,s15,normal,synthetic_generator,
synthetic,42,7,s22,s22,normal,synthetic_generator,
synthetic,42,8,s01,s01,normal,synthetic_generator,
synthetic,42,9,s12,s12,normal,synthetic_generator,
synthetic,43,1,s01,s01,normal,synthetic_generator,
synthetic,43,2,s15,s15,normal,synthetic_generator,
synthetic,43,3,s22,s22,normal,synthetic_generator,
synthetic,43,4,s31,s31,normal,synthetic_generator,
synthetic,43,5,s02,s02,normal,synthetic_generator,
synthetic,43,6,s10,s10,normal,synthetic_generator,
synthetic,44,1,s02,s02,normal,synthetic_generator,
synthetic,44,2,s14,s14,normal,synthetic_generator,
synthetic,44,3,s20,s20,normal,synthetic_generator,
synthetic,44,4,s01,s01,normal,synthetic_generator,
synthetic,44,5,s14,s14,normal,synthetic_generator,
synthetic,45,1,s03,s03,normal,synthetic_generator,
synthetic,45,2,s12,s12,normal,synthetic_generator,
synthetic,45,3,s21,s21,normal,synthetic_generator,
synthetic,45,4,s02,s02,normal,synthetic_generator,
synthetic,45,5,s10,s10,normal,synthetic_generator,
synthetic,46,1,s02,s02,normal,synthetic_generator,
synthetic,46,2,s12,s12,normal,synthetic_generator,
synthetic,46,3,s21,s21,normal,synthetic_generator,
synthetic,46,4,s02,s02,normal,synthetic_generator,
synthetic,46,5,s14,s14,normal,synthetic_generator,
synthetic,47,1,s02,s02,normal,synthetic_generator,
synthetic,47,2,s14,s14,normal,synthetic_generator,
synthetic,47,3,s20,s20,normal,synthetic_generator,
synthetic,47,4,s40,s40,normal,synthetic_generator,
synthetic,47,5,s03,s03,normal,synthetic_generator,
synthetic,47,6,s10,s10,normal,synthetic_generator,
synthetic,47,7,s21,s21,normal,synthetic_generator,
synthetic,47,8,s02,s02,normal,synthetic_generator,
synthetic,47,9,s10,s10,normal,synthetic_generator,
synthetic,48,1,s03,s03,normal,synthetic_generator,
synthetic,48,2,s14,s14,normal,synthetic_generator,
synthetic,48,3,s21,s21,normal,synthetic_generator,
synthetic,48,4,s02,s02,normal,synthetic_generator,
synthetic,48,5,s12,s12,normal,synthetic_generator,
synthetic,49,1,s01,s01,normal,synthetic_generator,
synthetic,49,2,s15,s15,normal,synthetic_generator,
synthetic,49,3,s22,s22,normal,synthetic_generator,
synthetic,49,4,s40,s40,normal,synthetic_generator,
synthetic,49,5,s03,s03,normal,synthetic_generator,
synthetic,49,6,s15,s15,normal,synthetic_generator,
synthetic,49,7,s22,s22,normal,synthetic_generator,
synthetic,49,8,s03,s03,normal,synthetic_generator,
synthetic,49,9,s13,s13,normal,synthetic_generator,
synthetic,50,1,s01,s01,normal,synthetic_generator,
synthetic,50,2,s10,s10,normal,synthetic_generator,
synthetic,50,3,s23,s23,normal,synthetic_generator,
synthetic,50,4,s31,s31,normal,synthetic_generator,
synthetic,50,5,s01,s01,normal,synthetic_generator,
synthetic,50,6,s10,s10,normal,synthetic_generator,
synthetic,51,1,s01,s01,normal,synthetic_generator,
synthetic,51,2,s15,s15,normal,synthetic_generator,
synthetic,51,3,s22,s22,normal,synthetic_generator,
synthetic,51,4,s30,s30,normal,synthetic_generator,
synthetic,51,5,s03,s03,normal,synthetic_generator,
synthetic,51,6,s13,s13,normal,synthetic_generator,
synthetic,52,1,s03,s03,normal,synthetic_generator,
synthetic,52,2,s13,s13,normal,synthetic_generator,
synthetic,52,3,s20,s20,normal,synthetic_generator,
synthetic,52,4,s40,s40,normal,synthetic_generator,
synthetic,52,5,s01,s01,normal,synthetic_generator,
synthetic,52,6,s15,s15,normal,synthetic_generator,
synthetic,52,7,s21,s21,normal,synthetic_generator,
synthetic,52,8,s03,s03,normal,synthetic_generator,
synthetic,52,9,s10,s10,normal,synthetic_generator,
synthetic,53,1,s03,s03,normal,synthetic_generator,
synthetic,53,2,s14,s14,normal,synthetic_generator,
synthetic,53,3,s21,s21,normal,synthetic_generator,
synthetic,53,4,s31,s31,normal,synthetic_generator,
synthetic,53,5,s01,s01,normal,synthetic_generator,
synthetic,53,6,s10,s10,normal,synthetic_generator,
synthetic,54,1,s02,s02,normal,synthetic_generator,
synthetic,54,2,s10,s10,normal,synthetic_generator,
synthetic,54,3,s22,s22,normal,synthetic_generator,
synthetic,54,4,s30,s30,normal,synthetic_generator,
synthetic,54,5,s03,s03,normal,synthetic_generator,
synthetic,54,6,s11,s11,normal,synthetic_generator,
synthetic,55,1,s01,s01,normal,synthetic_generator,
synthetic,55,2,s12,s12,normal,synthetic_generator,
synthetic,55,3,s23,s23,normal,synthetic_generator,
synthetic,55,4,s40,s40,normal,synthetic_generator,
synthetic,55,5,s01,s01,normal,synthetic_generator,
synthetic,55,6,s11,s11,normal,synthetic_generator,
synthetic,55,7,s21,s21,normal,synthetic_generator,
synthetic,55,8,s02,s02,normal,synthetic_generator,
synthetic,55,9,s10,s10,normal,synthetic_generator,
synthetic,56,1,s03,s03,normal,synthetic_generator,
synthetic,56,2,s12,s12,normal,synthetic_generator,
synthetic,56,3,s23,s23,normal,synthetic_generator,
synthetic,56,4,s03,s03,normal,synthetic_generator,
synthetic,56,5,s15,s15,normal,synthetic_generator,
synthetic,57,1,s02,s02,normal,synthetic_generator,
synthetic,57,2,s11,s11,normal,synthetic_generator,
synthetic,57,3,s20,s20,normal,synthetic_generator,
synthetic,57,4,s02,s02,normal,synthetic_generator,
synthetic,57,5,s10,s10,normal,synthetic_generator,
synthetic,58,1,s01,s01,normal,synthetic_generator,
synthetic,58,2,s11,s11,normal,synthetic_generator,
synthetic,58,3,s23,s23,normal,synthetic_generator,
synthetic,58,4,s31,s31,normal,synthetic_generator,
synthetic,58,5,s02,s02,normal,synthetic_generator,
synthetic,58,6,s11,s11,normal,synthetic_generator,
synthetic,59,1,s01,s01,normal,synthetic_generator,
synthetic,59,2,s15,s15,normal,synthetic_generator,
synthetic,59,3,s21,s21,normal,synthetic_generator,
synthetic,59,4,s02,s02,normal,synthetic_generator,
synthetic,59,5,s12,s12,normal,synthetic_generator,
synthetic,60,1,s01,s01,normal,synthetic_generator,
synthetic,60,2,s12,s12,normal,synthetic_generator,
synthetic,60,3,s22,s22,normal,synthetic_generator,
synthetic,60,4,s31,s31,normal,synthetic_generator,
synthetic,60,5,s03,s03,normal,synthetic_generator,
synthetic,60,6,s14,s14,normal,synthetic_generator,
synthetic,61,1,s01,s01,normal,synthetic_generator,
synthetic,61,2,s10,s10,normal,synthetic_generator,
synthetic,61,3,s22,s22,normal,synthetic_generator,
synthetic,61,4,s30,s30,normal,synthetic_generator,
synthetic,61,5,s03,s03,normal,synthetic_generator,
synthetic,61,6,s12,s12,normal,synthetic_generator,
synthetic,62,1,s01,s01,normal,synthetic_generator,
synthetic,62,2,s14,s14,normal,synthetic_generator,
synthetic,62,3,s23,s23,normal,synthetic_generator,
synthetic,62,4,s02,s02,normal,synthetic_generator,
synthetic,62,5,s15,s15,normal,synthetic_generator,
synthetic,63,1,s02,s02,normal,synthetic_generator,
synthetic,63,2,s14,s14,normal,synthetic_generator,
synthetic,63,3,s20,s20,normal,synthetic_generator,
synthetic,63,4,s31,s31,normal,synthetic_generator,
synthetic,63,5,s03,s03,normal,synthetic_generator,
synthetic,63,6,s11,s11,normal,synthetic_generator,
synthetic,64,1,s01,s01,normal,synthetic_generator,
synthetic,64,2,s15,s15,normal,synthetic_generator,
synthetic,64,3,s23,s23,normal,synthetic_generator,
synthetic,64,4,s30,s30,normal,synthetic_generator,
synthetic,64,5,s03,s03,normal,synthetic_generator,
synthetic,64,6,s14,s14,normal,synthetic_generator,
synthetic,65,1,s03,s03,normal,synthetic_generator,
synthetic,65,2,s15,s15,normal,synthetic_generator,
synthetic,65,3,s21,s21,normal,synthetic_generator,
synthetic,65,4,s40,s40,normal,synthetic_generator,
synthetic,65,5,s02,s02,normal,synthetic_generator,
synthetic,65,6,s10,s10,normal,synthetic_generator,
synthetic,65,7,s22,s22,normal,synthetic_generator,
synthetic,65,8,s03,s03,normal,synthetic_generator,
synthetic,65,9,s12,s12,normal,synthetic_generator,
synthetic,66,1,s01,s01,normal,synthetic_generator,
synthetic,66,2,s15,s15,normal,synthetic_generator,
synthetic,66,3,s22,s22,normal,synthetic_generator,
synthetic,66,4,s40,s40,normal,synthetic_generator,
synthetic,66,5,s03,s03,normal,synthetic_generator,
synthetic,66,6,s13,s13,normal,synthetic_generator,
synthetic,66,7,s22,s22,normal,synthetic_generator,
synthetic,66,8,s02,s02,normal,synthetic_generator,
synthetic,66,9,s15,s15,normal,synthetic_generator,
synthetic,67,1,s03,s03,normal,synthetic_generator,
synthetic,67,2,s11,s11,normal,synthetic_generator,
synthetic,67,3,s21,s21,normal,synthetic_generator,
synthetic,67,4,s31,s31,normal,synthetic_generator,
synthetic,67,5,s03,s03,normal,synthetic_generator,
synthetic,67,6,s13,s13,normal,synthetic_generator,
synthetic,68,1,s03,s03,normal,synthetic_generator,
synthetic,68,2,s11,s11,normal,synthetic_generator,
synthetic,68,3,s22,s22,normal,synthetic_generator,
synthetic,68,4,s40,s40,normal,synthetic_generator,
synthetic,68,5,s03,s03,normal,synthetic_generator,
synthetic,68,6,s10,s10,normal,synthetic_generator,
synthetic,68,7,s22,s22,normal,synthetic_generator,
synthetic,68,8,s02,s02,normal,synthetic_generator,
synthetic,68,9,s11,s11,normal,synthetic_generator,
synthetic,69,1,s03,s03,normal,synthetic_generator,
synthetic,69,2,s14,s14,normal,synthetic_generator,
synthetic,69,3,s22,s22,normal,synthetic_generator,
synthetic,69,4,s31,s31,normal,synthetic_generator,
synthetic,69,5,s02,s02,normal,synthetic_generator,
synthetic,69,6,s13,s13,normal,synthetic_generator,
synthetic,70,1,s01,s01,normal,synthetic_generator,
synthetic,70,2,s14,s14,normal,synthetic_generator,
synthetic,70,3,s23,s23,normal,synthetic_generator,
synthetic,70,4,s40,s40,normal,synthetic_generator,
synthetic,70,5,s03,s03,normal,synthetic_generator,
synthetic,70,6,s10,s10,normal,synthetic_generator,
synthetic,70,7,s22,s22,normal,synthetic_generator,
synthetic,70,8,s03,s03,normal,synthetic_generator,
synthetic,70,9,s15,s15,normal,synthetic_generator,
synthetic,71,1,s03,s03,normal,synthetic_generator,
synthetic,71,2,s12,s12,normal,synthetic_generator,
synthetic,71,3,s20,s20,normal,synthetic_generator,
synthetic,71,4,s40,s40,normal,synthetic_generator,
synthetic,71,5,s03,s03,normal,synthetic_generator,
synthetic,71,6,s12,s12,normal,synthetic_generator,
synthetic,71,7,s21,s21,normal,synthetic_generator,
synthetic,71,8,s01,s01,normal,synthetic_generator,
synthetic,71,9,s11,s11,normal,synthetic_generator,
synthetic,72,1,s01,s01,normal,synthetic_generator,
synthetic,72,2,s11,s11,normal,synthetic_generator,
synthetic,72,3,s23,s23,normal,synthetic_generator,
synthetic,72,4,s03,s03,normal,synthetic_generator,
synthetic,72,5,s10,s10,normal,synthetic_generator,
synthetic,73,1,s02,s02,normal,synthetic_generator,
synthetic,73,2,s15,s15,normal,synthetic_generator,
synthetic,73,3,s21,s21,normal,synthetic_generator,
synthetic,73,4,s31,s31,normal,synthetic_generator,
synthetic,73,5,s02,s02,normal,synthetic_generator,
synthetic,73,6,s13,s13,normal,synthetic_generator,
synthetic,74,1,s01,s01,normal,synthetic_generator,
synthetic,74,2,s15,s15,normal,synthetic_generator,
synthetic,74,3,s20,s20,normal,synthetic_generator,
synthetic,74,4,s01,s01,normal,synthetic_generator,
synthetic,74,5,s13,s13,normal,synthetic_generator,
synthetic,75,1,s01,s01,normal,synthetic_generator,
synthetic,75,2,s15,s15,normal,synthetic_generator,
synthetic,75,3,s23,s23,normal,synthetic_generator,
synthetic,75,4,s01,s01,normal,synthetic_generator,
synthetic,75,5,s14,s14,normal,synthetic_generator,
synthetic,76,1,s01,s01,normal,synthetic_generator,
synthetic,76,2,s13,s13,normal,synthetic_generator,
synthetic,76,3,s21,s21,normal,synthetic_generator,
synthetic,76,4,s02,s02,normal,synthetic_generator,
synthetic,76,5,s15,s15,normal,synthetic_generator,
synthetic,77,1,s03,s03,normal,synthetic_generator,
synthetic,77,2,s14,s14,normal,synthetic_generator,
synthetic,77,3,s22,s22,normal,synthetic_generator,
synthetic,77,4,s40,s40,normal,synthetic_generator,
