doc_id,line_id,position,token,raw_token,orientation,source,notes
synthetic,7,PREP,p02,p02,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,7,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,7,NOUN,n13,n13,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,8,DET,d05,d05,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,8,NUM,m04,m04,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,8,NOUN,n21,n21,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,8,VERB,v12,v12,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,8,ADV,w02,w02,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,9,PRON,r06,r06,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,9,VERB,v12,v12,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,9,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,9,NUM,m06,m06,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,9,NOUN,n09,n09,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,9,PREP,p06,p06,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,9,NAME,x02,x02,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,9,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,9,QUANT,q02,q02,normal,synthetic_v2_pcgrammar,true_pos=QUANT
synthetic,9,NOUN,n06,n06,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,10,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,10,ADJ,a07,a07,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,10,NOUN,n09,n09,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,10,VERB,v18,v18,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,11,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,11,NOUN,n22,n22,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,11,VERB,v11,v11,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,11,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,11,NOUN,n08,n08,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,12,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,12,ADJ,a06,a06,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,12,NOUN,n13,n13,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,12,VERB,v09,v09,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,12,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,12,NOUN,n07,n07,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,12,PREP,p05,p05,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,12,DET,d06,d06,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,12,NOUN,n07,n07,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,13,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,13,NUM,m04,m04,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,13,NOUN,n29,n29,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,13,VERB,v15,v15,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,13,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,13,NOUN,n09,n09,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,14,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,14,ADJ,a04,a04,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,14,NOUN,n24,n24,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,14,VERB,v18,v18,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,14,NAME,x09,x09,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,14,PREP,p03,p03,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,14,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,14,NUM,m05,m05,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,14,NOUN,n13,n13,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,14,PREP,p03,p03,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,14,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,14,ADJ,a03,a03,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,14,NOUN,n17,n17,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,15,NAME,x08,x08,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,15,VERB,v03,v03,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,15,PRON,r01,r01,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,15,PREP,p01,p01,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,15,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,15,QUANT,q02,q02,normal,synthetic_v2_pcgrammar,true_pos=QUANT
synthetic,15,NOUN,n26,n26,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,16,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,16,NUM,m05,m05,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,16,NOUN,n03,n03,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,16,VERB,v13,v13,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,16,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,16,ADJ,a10,a10,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,16,NOUN,n15,n15,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,16,PREP,p05,p05,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,16,DET,d05,d05,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,16,NOUN,n18,n18,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,17,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,17,NOUN,n22,n22,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,17,VERB,v04,v04,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,17,ADV,w03,w03,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,17,DET,d06,d06,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,17,QUANT,q01,q01,normal,synthetic_v2_pcgrammar,true_pos=QUANT
synthetic,17,NOUN,n10,n10,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,18,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,18,NUM,m02,m02,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,18,NOUN,n15,n15,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,18,VERB,v01,v01,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,19,DET,d05,d05,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,19,NUM,m05,m05,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,19,NOUN,n25,n25,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,19,VERB,v06,v06,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,19,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,19,ADJ,a11,a11,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,19,NOUN,n10,n10,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,19,PREP,p06,p06,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,19,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,19,ADJ,a03,a03,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,19,NOUN,n12,n12,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,19,CONJ,c02,c02,normal,synthetic_v2_pcgrammar,true_pos=CONJ
synthetic,19,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,19,ADJ,a10,a10,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,19,NOUN,n11,n11,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,19,VERB,v16,v16,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,19,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,19,NOUN,n04,n04,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,19,PREP,p03,p03,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,19,DET,d05,d05,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,19,NUM,m02,m02,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,19,NOUN,n02,n02,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,20,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,20,NOUN,n29,n29,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,20,VERB,v19,v19,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,20,PRON,r02,r02,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,21,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,21,NOUN,n24,n24,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,21,VERB,v16,v16,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,21,PRON,r02,r02,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,21,ADV,w02,w02,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,21,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,21,QUANT,q04,q04,normal,synthetic_v2_pcgrammar,true_pos=QUANT
synthetic,21,NOUN,n18,n18,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,22,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,22,NOUN,n09,n09,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,22,VERB,v17,v17,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,22,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,22,NOUN,n07,n07,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,22,PREP,p05,p05,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,22,PRON,r04,r04,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,22,DET,d05,d05,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,22,NOUN,n13,n13,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,23,DET,d06,d06,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,23,ADJ,a08,a08,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,23,NOUN,n29,n29,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,23,VERB,v17,v17,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,23,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,23,ADJ,a02,a02,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,23,NOUN,n08,n08,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,23,PREP,p02,p02,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,23,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,23,NUM,m03,m03,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,23,NOUN,n01,n01,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,24,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,24,NOUN,n19,n19,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,24,VERB,v08,v08,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,24,NAME,x01,x01,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,24,PRON,r02,r02,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,25,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,25,NUM,m02,m02,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,25,NOUN,n03,n03,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,25,VERB,v02,v02,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,25,DET,d06,d06,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,25,NOUN,n03,n03,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,25,ADV,w02,w02,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,25,CONJ,c03,c03,normal,synthetic_v2_pcgrammar,true_pos=CONJ
synthetic,25,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,25,NOUN,n07,n07,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,25,VERB,v18,v18,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,25,PREP,p02,p02,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,25,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,25,ADJ,a04,a04,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,25,NOUN,n26,n26,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,26,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,26,NUM,m04,m04,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,26,NOUN,n07,n07,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,26,VERB,v04,v04,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,26,ADV,w01,w01,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,27,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,27,NOUN,n12,n12,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,27,VERB,v14,v14,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,27,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,27,ADJ,a08,a08,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,27,NOUN,n28,n28,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,27,PREP,p06,p06,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,27,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,27,NOUN,n22,n22,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,27,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,27,NOUN,n02,n02,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,28,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,28,NOUN,n24,n24,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,28,VERB,v11,v11,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,28,NAME,x02,x02,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,29,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,29,ADJ,a04,a04,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,29,NOUN,n07,n07,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,29,CONJ,c04,c04,normal,synthetic_v2_pcgrammar,true_pos=CONJ
synthetic,29,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,29,NUM,m04,m04,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,29,NOUN,n06,n06,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,29,VERB,v09,v09,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,29,NAME,x08,x08,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,29,ADV,w02,w02,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,30,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,30,ADJ,a08,a08,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,30,NOUN,n26,n26,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,30,VERB,v18,v18,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,30,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,30,QUANT,q01,q01,normal,synthetic_v2_pcgrammar,true_pos=QUANT
synthetic,30,NOUN,n21,n21,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,31,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,31,NUM,m01,m01,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,31,NOUN,n30,n30,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,31,VERB,v08,v08,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,31,NAME,x03,x03,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,31,PREP,p04,p04,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,31,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,31,NOUN,n16,n16,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,31,CONJ,c02,c02,normal,synthetic_v2_pcgrammar,true_pos=CONJ
synthetic,31,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,31,NOUN,n29,n29,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,31,VERB,v02,v02,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,31,PRON,r03,r03,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,32,PRON,r07,r07,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,32,VERB,v01,v01,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,32,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,32,ADJ,a05,a05,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,32,NOUN,n30,n30,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,32,ADV,w04,w04,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,32,PREP,p03,p03,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,32,DET,d07,d07,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,32,NOUN,n23,n23,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,33,DET,d08,d08,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,33,ADJ,a03,a03,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,33,NOUN,n07,n07,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,33,VERB,v10,v10,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,33,NAME,x04,x04,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,33,PREP,p01,p01,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,33,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,33,NOUN,n24,n24,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,34,PRON,r06,r06,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,34,VERB,v02,v02,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,34,DET,d01,d01,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,34,NOUN,n19,n19,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,34,PREP,p04,p04,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,34,DET,d03,d03,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,34,ADJ,a01,a01,normal,synthetic_v2_pcgrammar,true_pos=ADJ
synthetic,34,NOUN,n17,n17,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,35,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,35,NUM,m02,m02,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,35,NOUN,n03,n03,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,35,VERB,v20,v20,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,35,PRON,r02,r02,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,35,PREP,p06,p06,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,35,NAME,x04,x04,normal,synthetic_v2_pcgrammar,true_pos=NAME
synthetic,36,PRON,r07,r07,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,36,VERB,v04,v04,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,36,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,36,NOUN,n19,n19,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,36,ADV,w01,w01,normal,synthetic_v2_pcgrammar,true_pos=ADV
synthetic,36,DET,d02,d02,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,36,QUANT,q04,q04,normal,synthetic_v2_pcgrammar,true_pos=QUANT
synthetic,36,NOUN,n22,n22,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,37,DET,d06,d06,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,37,NOUN,n30,n30,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,37,VERB,v09,v09,normal,synthetic_v2_pcgrammar,true_pos=VERB
synthetic,37,DET,d04,d04,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,37,NUM,m06,m06,normal,synthetic_v2_pcgrammar,true_pos=NUM
synthetic,37,NOUN,n23,n23,normal,synthetic_v2_pcgrammar,true_pos=NOUN
synthetic,37,PREP,p03,p03,normal,synthetic_v2_pcgrammar,true_pos=PREP
synthetic,37,PRON,r04,r04,normal,synthetic_v2_pcgrammar,true_pos=PRON
synthetic,38,DET,d05,d05,normal,synthetic_v2_pcgrammar,true_pos=DET
synthetic,38,ADJ,a07,a07,normal,synthetic_v2_pcgrammar,true_pos=ADJ
