sign_id,script,label,gold_referent,candidate_referent,rank,iconicity,correct,provenance,rendered_path
egyptian_G005,egyptian_hieroglyphic,falcon/bird,great_frigatebird,hand,1,0.6384341109259681,False,Unicode Egyptian Hieroglyph G005; Gardiner bird sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_G005.png
egyptian_N005,egyptian_hieroglyphic,sun,sun,fairy_tern,4,0.4716244357902013,False,Unicode Egyptian Hieroglyph N005; Gardiner sun sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_N005.png
egyptian_N005,egyptian_hieroglyphic,sun,sun,sun,5,0.46748125207007635,True,Unicode Egyptian Hieroglyph N005; Gardiner sun sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_N005.png
egyptian_N011,egyptian_hieroglyphic,moon,moon,toki,1,0.5321038105321633,False,Unicode Egyptian Hieroglyph N011; Gardiner moon sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_N011.png
egyptian_N011,egyptian_hieroglyphic,moon,moon,hand,2,0.5099530317618819,False,Unicode Egyptian Hieroglyph N011; Gardiner moon sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_N011.png
egyptian_N011,egyptian_hieroglyphic,moon,moon,octopus,3,0.42653496845511923,False,Unicode Egyptian Hieroglyph N011; Gardiner moon sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_N011.png
egyptian_N011,egyptian_hieroglyphic,moon,moon,fairy_tern,4,0.4218588150667501,False,Unicode Egyptian Hieroglyph N011; Gardiner moon sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_N011.png
egyptian_N011,egyptian_hieroglyphic,moon,moon,red_tailed_tropicbird,5,0.4117967383406452,False,Unicode Egyptian Hieroglyph N011; Gardiner moon sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_N011.png
egyptian_D046,egyptian_hieroglyphic,hand,hand,hand,1,0.5365497494985312,True,Unicode Egyptian Hieroglyph D046; Gardiner hand sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D046.png
egyptian_D046,egyptian_hieroglyphic,hand,hand,toki,2,0.5246925667908235,False,Unicode Egyptian Hieroglyph D046; Gardiner hand sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D046.png
egyptian_D046,egyptian_hieroglyphic,hand,hand,octopus,3,0.48391885303786336,False,Unicode Egyptian Hieroglyph D046; Gardiner hand sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D046.png
egyptian_D046,egyptian_hieroglyphic,hand,hand,fairy_tern,4,0.47564670205238374,False,Unicode Egyptian Hieroglyph D046; Gardiner hand sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D046.png
egyptian_D046,egyptian_hieroglyphic,hand,hand,red_tailed_tropicbird,5,0.4565439092176884,False,Unicode Egyptian Hieroglyph D046; Gardiner hand sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D046.png
egyptian_D058,egyptian_hieroglyphic,foot,foot,toki,1,0.7149626524935125,False,Unicode Egyptian Hieroglyph D058; Gardiner foot sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D058.png
egyptian_D058,egyptian_hieroglyphic,foot,foot,sun,2,0.547586507462756,False,Unicode Egyptian Hieroglyph D058; Gardiner foot sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D058.png
egyptian_D058,egyptian_hieroglyphic,foot,foot,octopus,3,0.5418313942308376,False,Unicode Egyptian Hieroglyph D058; Gardiner foot sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D058.png
egyptian_D058,egyptian_hieroglyphic,foot,foot,moai,4,0.5282926043258871,False,Unicode Egyptian Hieroglyph D058; Gardiner foot sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D058.png
egyptian_D058,egyptian_hieroglyphic,foot,foot,foot,5,0.5156051247933278,True,Unicode Egyptian Hieroglyph D058; Gardiner foot sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_D058.png
egyptian_A001,egyptian_hieroglyphic,seated human/person,head,toki,1,0.7139315647744968,False,Unicode Egyptian Hieroglyph A001; Gardiner seated man sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_A001.png
egyptian_A001,egyptian_hieroglyphic,seated human/person,head,hand,2,0.616952596471579,False,Unicode Egyptian Hieroglyph A001; Gardiner seated man sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_A001.png
egyptian_A001,egyptian_hieroglyphic,seated human/person,head,octopus,3,0.6065501788504083,False,Unicode Egyptian Hieroglyph A001; Gardiner seated man sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_A001.png
egyptian_A001,egyptian_hieroglyphic,seated human/person,head,sun,4,0.5975080434900965,False,Unicode Egyptian Hieroglyph A001; Gardiner seated man sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_A001.png
egyptian_A001,egyptian_hieroglyphic,seated human/person,head,moai,5,0.5926874038791348,False,Unicode Egyptian Hieroglyph A001; Gardiner seated man sign.,runs/iconic_cross_script/rendered_known_signs/egyptian_A001.png
chinese_sun,chinese_standard_logograph,sun/day,sun,moray_eel,1,0.5823264354812536,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_sun.png
chinese_sun,chinese_standard_logograph,sun/day,sun,fairy_tern,2,0.5774534415566954,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_sun.png
chinese_sun,chinese_standard_logograph,sun/day,sun,hand,3,0.5735380614538755,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_sun.png
chinese_sun,chinese_standard_logograph,sun/day,sun,moai,4,0.5691616647165891,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_sun.png
chinese_sun,chinese_standard_logograph,sun/day,sun,toki,5,0.5685241678597606,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_sun.png
chinese_moon,chinese_standard_logograph,moon/month,moon,moai,1,0.5802652797648711,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_moon.png
chinese_moon,chinese_standard_logograph,moon/month,moon,toki,2,0.5646656212815636,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_moon.png
chinese_moon,chinese_standard_logograph,moon/month,moon,moray_eel,3,0.5549643058366054,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_moon.png
chinese_moon,chinese_standard_logograph,moon/month,moon,fairy_tern,4,0.5529457112332247,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_moon.png
chinese_moon,chinese_standard_logograph,moon/month,moon,hand,5,0.5507589762313362,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_moon.png
chinese_hand,chinese_standard_logograph,hand,hand,moray_eel,1,0.602693710809394,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_hand.png
chinese_hand,chinese_standard_logograph,hand,hand,fairy_tern,2,0.5900747408861705,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_hand.png
chinese_hand,chinese_standard_logograph,hand,hand,octopus,3,0.5664694424334573,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_hand.png
chinese_hand,chinese_standard_logograph,hand,hand,toki,4,0.562799882463104,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_hand.png
chinese_hand,chinese_standard_logograph,hand,hand,hand,5,0.558686816911784,True,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_hand.png
chinese_foot,chinese_standard_logograph,foot,foot,moai,1,0.6338495498001051,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_foot.png
chinese_foot,chinese_standard_logograph,foot,foot,octopus,2,0.6084748603185881,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_foot.png
chinese_foot,chinese_standard_logograph,foot,foot,fairy_tern,3,0.6076813928507538,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_foot.png
chinese_foot,chinese_standard_logograph,foot,foot,moray_eel,4,0.6070620710968452,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_foot.png
chinese_foot,chinese_standard_logograph,foot,foot,tiger_shark,5,0.5949324893182961,False,Standard Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_foot.png
chinese_fish,chinese_standard_logograph,fish,yellowfin_tuna,hand,1,0.6434381419319102,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_fish.png
chinese_fish,chinese_standard_logograph,fish,yellowfin_tuna,moray_eel,2,0.6298953308418158,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_fish.png
chinese_fish,chinese_standard_logograph,fish,yellowfin_tuna,fairy_tern,3,0.6249172855822256,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_fish.png
chinese_fish,chinese_standard_logograph,fish,yellowfin_tuna,moai,4,0.6222776924221318,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_fish.png
chinese_fish,chinese_standard_logograph,fish,yellowfin_tuna,octopus,5,0.6165072786944897,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_fish.png
chinese_bird,chinese_standard_logograph,bird,great_frigatebird,moray_eel,1,0.6478805858602535,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_bird.png
chinese_bird,chinese_standard_logograph,bird,great_frigatebird,hand,2,0.6447346037334155,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_bird.png
chinese_bird,chinese_standard_logograph,bird,great_frigatebird,moai,3,0.6441260072761337,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_bird.png
chinese_bird,chinese_standard_logograph,bird,great_frigatebird,fairy_tern,4,0.641712547901876,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_bird.png
chinese_bird,chinese_standard_logograph,bird,great_frigatebird,octopus,5,0.6303474078870136,False,Traditional Chinese logograph; supplementary pictographic descendant.,runs/iconic_cross_script/rendered_known_signs/chinese_bird.png
