doc_id,line_id,position,token,lemma,pos,translation,source
tatoeba_maori_tatoeba_raw,7,1,e,e,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,7,2,aroha,aroha,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,7,3,ana,ana,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,7,4,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,7,5,ki,ki,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,7,6,tāku,tāku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,7,7,wahine,wahine,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,8,1,ko,ko,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,8,2,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,8,3,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,8,4,rēwera,rēwera,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,9,1,ehara,ehara,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,9,2,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,9,3,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,9,4,tōu,tōu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,9,5,kaiako,kaiako,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,10,1,ehara,ehara,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,10,2,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,10,3,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,10,4,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,10,5,rata,rata,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,11,1,kua,kua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,11,2,kore,kore,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,11,3,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,11,4,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,11,5,tōu,tōu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,11,6,kaiako,kaiako,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,12,1,kei,kei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,12,2,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,12,3,ātaahua,ātaahua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,12,4,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,12,5,ao,ao,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,13,1,tokorua,tokorua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,13,2,āku,āku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,13,3,tama,tama,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,14,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,14,2,pōtae,pōtae,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,14,3,ēnei,ēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,15,1,nōku,nōku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,15,2,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,15,3,whare,whare,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,16,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,16,2,tāone,tāone,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,16,3,a,a,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,16,4,ākarana,ākarana,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,17,1,nōku,nōku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,17,2,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,17,3,pōtae,pōtae,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,17,4,mangu,mangu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,18,1,ehara,ehara,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,18,2,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,18,3,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,18,4,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,18,5,whare,whare,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,19,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,19,2,hōiho,hōiho,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,19,3,tāu,tāu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,1,ka,ka,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,2,hoko,hoko,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,3,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,4,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,5,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,6,pukapuka,pukapuka,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,7,mō,mō,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,8,tāku,tāku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,20,9,wahine,wahine,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,21,1,nōku,nōku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,21,2,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,21,3,kāinga,kāinga,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,22,1,kia,kia,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,22,2,atawhai,atawhai,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,22,3,ki,ki,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,22,4,tōu,tōu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,22,5,tamaiti,tamaiti,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,23,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,23,2,whero,whero,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,23,3,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,23,4,pōtae,pōtae,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,1,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,2,whakatau,whakatau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,3,ia,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,4,ki,ki,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,5,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,6,neke,neke,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,7,ki,ki,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,24,8,belgium,belgium,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,25,1,nō,nō,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,25,2,mātou,mātou,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,25,3,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,25,4,kura,kura,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,26,1,e,e,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,26,2,mōhio,mōhio,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,26,3,ana,ana,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,26,4,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,26,5,ki,ki,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,26,6,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,26,7,rangatira,rangatira,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,27,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,27,2,taraka,taraka,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,27,3,tōku,tōku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,28,1,tokowhā,tokowhā,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,28,2,āku,āku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,28,3,tamariki,tamariki,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,29,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,29,2,kairīpoata,kairīpoata,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,29,3,ia,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,30,1,tokorua,tokorua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,30,2,āku,āku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,30,3,tamāhine,tamāhine,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,31,1,e,e,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,31,2,aroha,aroha,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,31,3,ana,ana,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,31,4,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,31,5,ki,ki,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,31,6,tāku,tāku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,31,7,wahine,wahine,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,32,1,ko,ko,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,32,2,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,32,3,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,32,4,rēwera,rēwera,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,33,1,ehara,ehara,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,33,2,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,33,3,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,33,4,tōu,tōu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,33,5,kaiako,kaiako,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,34,1,ehara,ehara,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,34,2,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,34,3,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,34,4,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,34,5,rata,rata,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,35,1,kua,kua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,35,2,kore,kore,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,35,3,ahau,ahau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,35,4,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,35,5,tōu,tōu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,35,6,kaiako,kaiako,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,36,1,kei,kei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,36,2,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,36,3,ātaahua,ātaahua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,36,4,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,36,5,ao,ao,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,37,1,tokorua,tokorua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,37,2,āku,āku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,37,3,tama,tama,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,38,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,38,2,pōtae,pōtae,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,38,3,ēnei,ēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,39,1,nōku,nōku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,39,2,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,39,3,whare,whare,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,1,tahi,tahi,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,2,rua,rua,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,3,toru,toru,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,4,whā,whā,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,5,rima,rima,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,6,ono,ono,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,7,whitu,whitu,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,8,waru,waru,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,9,iwa,iwa,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,40,10,tekau,tekau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,41,1,ko,ko,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,41,2,tāku,tāku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,41,3,kurī,kurī,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,41,4,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,42,1,ko,ko,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,42,2,tāku,tāku,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,42,3,ngeru,ngeru,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,42,4,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,43,1,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,43,2,kite,kite,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,43,3,koe,koe,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,43,4,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,43,5,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,43,6,tāne,tāne,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,44,1,ko,ko,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,44,2,wai,wai,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,44,3,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,44,4,ingoa,ingoa,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,44,5,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,44,6,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,44,7,rākau,rākau,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,45,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,45,2,pōtae,pōtae,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
tatoeba_maori_tatoeba_raw,45,3,tēnei,tēnei,UNKNOWN,,opus_tatoeba_v2023-04-12_maori_tatoeba_raw
